"LONGITUDE","LATITUDE","TYPEQU"
"-0.0022469","44.8215783","historic"
"0.2496943","44.7618211","historic"
"-0.3810487","44.6661316","historic"
"0.2480612","45.4771784","historic"
"-0.8169904","44.8631375","historic"
"-0.7801862","44.8117942","historic"
"-0.2043262","44.8392615","historic"
"-0.8354769","45.2498679","historic"
"-0.3718172","44.4574783","historic"
"-0.4236013","44.6949615","historic"
"-0.3087935","44.5975055","historic"
"-0.6299651","44.8118828","historic"
"-0.6207854","44.8596355","historic"
"-1.2282454","44.2020403","historic"
"-0.0901997","44.8835147","historic"
"-0.1181187","44.8835879","historic"
"-0.4657271","45.313269","historic"
"-0.6209402","44.860018","historic"
"-0.3373122","45.0582149","historic"
"-0.3821294","45.424664","historic"
"-0.349174","45.4430509","historic"
"-0.3489805","45.4433854","historic"
"-0.4798926","45.4740566","historic"
"-0.3418263","45.3553459","historic"
"-0.4803984","44.7101033","historic"
"-0.6298364","44.838873","historic"
"-1.0266687","44.6766409","historic"
"-0.8702394","44.5509592","historic"
"0.3301559","45.0563923","historic"
"-0.5577707","44.7619101","historic"
"-0.5561212","44.7572706","historic"
"-0.5270699","44.7835128","historic"
"-0.8220796","45.1509857","historic"
"-0.5646783","45.1775438","historic"
"-0.2308232","44.6744626","historic"
"-0.4250336","45.2992345","historic"
"-0.3889785","45.3033118","historic"
"-0.6401993","44.4926463","historic"
"-0.1812637","44.5587735","historic"
"-0.5717108","44.7828198","historic"
"-0.554654","44.8412806","historic"
"-0.4920292","45.038998","historic"
"-0.6103423","44.8652987","historic"
"-0.6085695","44.8685756","historic"
"-0.6184075","44.8673752","historic"
"-0.5940009","44.8666429","historic"
"-0.5996728","44.863556","historic"
"-0.2666633","45.5709898","historic"
"-0.5547435","44.6055618","historic"
"-0.5935316","44.5696369","historic"
"-0.653251","44.8462887","historic"
"-0.7203917","45.461171","historic"
"-0.7536954","44.4126459","historic"
"-0.7834364","44.4020924","historic"
"-0.7610352","44.3582047","historic"
"-0.569923","44.8482543","historic"
"-1.1519042","44.5380978","historic"
"-0.5022611","44.5480772","historic"
"-0.5672684","44.5122125","historic"
"-0.4904634","44.4271354","historic"
"-0.3222272","44.4443971","historic"
"-0.356944","44.5579729","historic"
"-0.531733","45.4088011","historic"
"-0.6853845","44.3763933","historic"
"-0.64647","44.3660281","historic"
"-0.5809357","44.3229069","historic"
"-0.777913","44.3081843","historic"
"-0.8775933","44.3190527","historic"
"-0.8546886","44.3550423","historic"
"-0.5928277","44.8376667","historic"
"-0.5630939","44.8283366","historic"
"-0.5998838","44.7293246","historic"
"-0.1558512","44.8932945","historic"
"-0.3681211","44.5124229","historic"
"-1.2248583","44.2168668","leisure"
"-0.444257","44.4880742","historic"
"-1.1810517","44.6611948","historic"
"-0.3431477","44.5340121","historic"
"-0.3849171","44.5335193","historic"
"-0.3047419","44.6595021","historic"
"0.1114065","44.6734017","historic"
"-1.0355325","44.7023999","historic"
"0.2540821","44.7286074","historic"
"-0.1412808","44.8825874","historic"
"-0.3835733","45.0677734","historic"
"-0.0945354","45.0162165","historic"
"-0.6114804","44.8329784","leisure"
"-0.6373042","45.2115253","historic"
"0.1491357","44.675111","leisure"
"-0.9858493","44.2296593","historic"
"-0.6568489","44.8636163","historic"
"-0.6575327","44.8857429","historic"
"-0.653507","44.8810209","historic"
"-0.6298831","44.8829334","historic"
"-0.9386712","44.6054811","historic"
"0.0830654","44.6495366","leisure"
"-0.5242279","44.8615431","historic"
"-0.6440451","44.8680893","historic"
"-0.8807838","44.6944238","historic"
"-0.8533126","44.691986","historic"
"-0.8134992","44.7085107","historic"
"-0.8164705","44.7079526","historic"
"0.3353795","45.242713","historic"
"0.2064629","44.6486011","historic"
"-0.5202253","45.1146833","historic"
"-1.0756932","44.4832473","historic"
"-0.6579097","44.5259373","historic"
"-0.6130509","44.8817821","historic"
"-0.4926233","45.3842389","historic"
"-0.5159786","44.4233623","historic"
"-1.0154812","44.6843962","historic"
"-1.0158867","44.6843184","historic"
"-1.0191675","44.6359045","historic"
"-0.4471725","44.9708363","historic"
"-0.3852322","45.1369903","historic"
"-0.5740455","44.841496","historic"
"-0.4042454","45.1169395","historic"
"-0.4302109","44.8812736","leisure"
"-0.6699071","44.9548035","historic"
"-0.5728009","44.8449355","historic"
"-0.5730405","44.8462393","historic"
"-1.1400747","44.7605596","historic"
"-1.0723334","44.7208096","historic"
"-1.0702145","44.7164981","historic"
"0.2693582","45.4286592","historic"
"-0.5028713","44.6500628","historic"
"-0.2927309","45.472232","historic"
"-0.5393076","44.7115298","historic"
"-0.5513152","44.7191145","historic"
"-0.5502915","44.7566563","historic"
"-0.2981228","44.6230582","historic"
"-1.2043704","44.2190329","historic"
"-0.9631018","44.3284478","historic"
"-0.380289","45.3853279","historic"
"-0.5708231","44.8421984","historic"
"-0.628695","45.2492429","historic"
"0.0791962","44.3581","historic"
"-1.2103911","44.6020327","historic"
"0.1377558","45.4955856","historic"
"-0.2151507","44.5698723","historic"
"-0.2101558","45.3976952","historic"
"0.1307282","45.3982136","historic"
"-0.3657044","44.9210461","historic"
"-0.0899854","44.8153039","historic"
"-0.1405967","44.812465","historic"
"-0.1298042","45.040579","historic"
"-0.1856384","45.0412367","historic"
"-0.0315186","44.8785753","historic"
"-0.090943","44.9663844","historic"
"-0.3326348","44.9508841","historic"
"-0.0646627","44.8979052","historic"
"-0.5097715","44.6777018","historic"
"-0.1454254","44.4954091","historic"
"-0.5306764","44.7555993","historic"
"-0.1077671","44.522456","historic"
"-0.6389382","44.8448499","historic"
"-0.6052469","44.9817681","leisure"
"-0.0977757","45.4781605","historic"
"0.2893391","45.0803664","historic"
"0.3290158","45.0567235","historic"
"-0.370546","45.2127818","historic"
"-0.3903935","45.248011","historic"
"-0.6776921","44.8733612","historic"
"-0.2271747","45.1816259","historic"
"-0.2064782","45.1294301","historic"
"-0.2333098","45.2301206","historic"
"-0.4384115","45.3720912","historic"
"-0.4384254","45.3721512","historic"
"-0.5951821","45.3954537","historic"
"-0.5945447","45.4175978","historic"
"0.3288241","45.092142","historic"
"-0.567757","45.4668773","historic"
"-0.5987993","45.4881737","historic"
"-0.667499","45.5126731","historic"
"-0.5603023","45.5360135","historic"
"-0.5229109","45.5055137","historic"
"-0.3143847","45.51487","historic"
"-1.0983362","45.5062202","historic"
"0.2425815","45.1929648","historic"
"-0.0812372","45.5385116","historic"
"-0.3040428","45.5207671","historic"
"-0.1837111","44.7550523","historic"
"-0.1683069","44.7097577","historic"
"-0.079581","44.4179817","historic"
"-1.0737829","44.3492377","historic"
"-0.0679068","44.6275613","historic"
"0.0321415","44.5192703","historic"
"0.0611229","44.5588505","historic"
"0.1532507","44.8747649","historic"
"-0.2014463","44.9315517","historic"
"-0.2248058","45.036062","historic"
"-0.4356566","44.8204107","historic"
"-0.4752244","44.9069793","historic"
"-0.6320011","44.9094143","historic"
"-0.7556013","45.0350526","historic"
"-0.6997723","45.0562671","historic"
"-0.617926","45.0644689","historic"
"-0.5805423","45.0879164","historic"
"-0.5175913","45.0926104","historic"
"-0.7407483","45.1652615","historic"
"-0.8986839","45.3378464","historic"
"-0.893904","45.3570788","historic"
"-0.8960835","45.396097","historic"
"-1.0578124","45.4731997","historic"
"-1.0638483","45.5435418","historic"
"-0.2657923","44.6169949","historic"
"-0.0461457","44.44911","historic"
"-0.1292646","44.4369556","historic"
"-0.242625","44.4702943","historic"
"-0.5180532","44.2654792","historic"
"-0.1601026","44.3284643","historic"
"-0.2616009","44.2919874","historic"
"-0.5036389","45.4931807","historic"
"0.2193314","44.5061095","historic"
"-0.2256497","45.267088","historic"
"-1.06953","44.3544147","historic"
"-0.1565042","45.5517937","historic"
"0.0097354","45.4176006","historic"
"0.247865","44.6950198","historic"
"0.262077","44.7392172","leisure"
"0.3177931","44.6040595","historic"
"0.194727","44.740994","historic"
"0.2312601","44.7912734","historic"
"-1.1216223","44.4700655","leisure"
"0.3410932","44.6477391","historic"
"-0.2384482","44.9173271","historic"
"-0.5607701","44.8702964","historic"
"-0.5607624","44.8494402","historic"
"-0.611203","44.8794774","historic"
"-0.5712038","44.8311356","historic"
"-0.5923986","44.8734179","historic"
"-0.5917756","44.8764558","historic"
"0.0054742","45.3147628","historic"
"0.3275882","44.7734538","historic"
"-1.1590907","45.3781706","historic"
"-0.2901748","44.4015994","historic"
"0.3197335","45.288637","historic"
"-0.520847","44.835501","historic"
"-0.6280557","45.5650441","historic"
"-0.6789745","45.3681257","historic"
"-0.6240713","45.3865014","historic"
"-0.6253153","45.3869209","historic"
"-0.6465116","45.374621","historic"
"-0.6464744","45.3753445","historic"
"-0.7041333","45.4341418","historic"
"-0.471879","45.3850485","historic"
"-0.2725916","44.9231281","historic"
"-0.4762319","45.5216365","historic"
"-0.4195692","45.3393707","historic"
"-0.417316","45.5034982","historic"
"-0.3611208","44.9351739","historic"
"-0.0404328","45.1226774","historic"
"-0.5431771","44.7742795","historic"
"-0.5429748","44.7746867","historic"
"-0.1484511","45.1170313","historic"
"-0.2335453","45.3022904","historic"
"-0.542863","45.140016","historic"
"-0.1356755","44.6356258","historic"
"-0.2564321","45.2451322","historic"
"-0.2661587","45.241802","historic"
"-1.1437584","44.3257263","historic"
"-0.3623016","45.5814235","historic"
"-0.5304871","44.849168","historic"
"-1.1395434","44.7671318","historic"
"-0.751334","44.2145132","historic"
"-0.3801345","44.3412831","historic"
"-0.4539079","44.3688143","historic"
"-0.8230866","44.2109109","historic"
"0.3212368","44.8467475","leisure"
"-0.1257414","45.1907718","historic"
"-0.6157099","44.8618875","historic"
"-0.3212235","44.9877351","historic"
"-0.4754216","45.1503661","leisure"
"-1.0857459","45.2245997","leisure"
"-0.5386233","45.3144267","historic"
"-0.3090616","45.2568231","historic"
"-0.3097729","45.5674381","historic"
"-0.7243325","44.912139","historic"
"-0.5965461","44.8366672","historic"
"-0.5959697","44.8367137","historic"
"-0.5954942","44.8368347","historic"
"-0.4843111","45.5703618","historic"
"-0.5099904","45.5531369","historic"
"-0.3987222","45.5179165","historic"
"-0.3399241","44.9909739","historic"
"-0.2851127","45.5076155","historic"
"-0.3340774","45.4720615","historic"
"0.3386378","45.2480452","historic"
"0.298852","44.180741","historic"
"0.3183473","45.1467225","historic"
"-0.6051519","44.9488902","historic"
"0.2874932","44.1697635","historic"
"-0.0965069","44.25089","historic"
"-0.1463374","44.309795","historic"
"-0.1129485","44.282016","historic"
"-0.463339","44.8474226","historic"
"-1.2426392","44.6520954","historic"
"0.2291726","44.1918355","historic"
"0.2892964","44.2596978","historic"
"-0.9828095","44.6456034","historic"
"-1.2103867","44.6019931","historic"
"-0.586462","44.8393224","historic"
"-0.2435484","44.9169678","historic"
"-0.6620765","45.1276014","historic"
"-1.1503495","44.6164198","historic"
"-1.0573739","45.1857067","historic"
"0.3423619","44.3106962","historic"
"-0.8536994","44.6525273","historic"
"0.0323758","45.2056202","historic"
"-0.4925274","45.0326392","historic"
"-0.207418","44.954043","historic"
"-0.2542297","45.2693102","historic"
"-0.2796028","45.2835261","historic"
"-0.2913204","45.2976078","historic"
"-0.3263889","45.313839","historic"
"-0.3715601","45.3240841","historic"
"0.0591159","44.9483694","historic"
"-0.3546842","45.3237721","historic"
"0.0564176","45.4198523","historic"
"0.0680405","45.423094","historic"
"-0.4397169","44.850811","historic"
"-1.1659597","45.2689458","historic"
"0.0329965","44.1949995","historic"
"-0.5355846","45.4516918","historic"
"-0.5983812","45.5170543","historic"
"-0.7285028","44.8641879","leisure"
"0.2123089","44.2583142","historic"
"0.2025155","44.2580025","historic"
"-0.744912","45.493673","historic"
"-0.7490745","45.4775679","historic"
"-0.3219965","44.6421329","historic"
"-0.5422559","45.5810317","leisure"
"-0.9579168","45.5612684","historic"
"-0.1371333","45.4080369","historic"
"-0.1861007","45.2180661","historic"
"-0.186143","45.2180874","historic"
"-0.4318182","45.4453614","historic"
"-0.4364253","45.4412873","historic"
"0.0580765","44.8372304","historic"
"-0.553266","45.5246961","historic"
"-0.2278196","44.563762","historic"
"0.0585379","44.6935143","historic"
"-0.5455158","44.8579642","leisure"
"-0.0422094","44.8522071","historic"
"-0.0428368","44.8523993","historic"
"-0.7152863","45.0961365","historic"
"0.2762897","44.6391929","historic"
"-0.3404131","44.9906336","historic"
"-0.3979778","44.8424236","historic"
"-0.3762114","45.4404907","historic"
"-0.5172931","45.0399963","historic"
"-0.239104","45.5293869","historic"
"-0.1538407","44.6670293","historic"
"-0.3575921","44.8371213","historic"
"-0.1816073","44.5540339","historic"
"-1.0653312","45.5660759","historic"
"0.1067585","44.8589425","historic"
"-0.482175","45.344758","historic"
"-0.3377656","45.3792692","historic"
"-0.3736821","45.4773436","historic"
"-0.3603426","45.4788314","historic"
"-0.4032865","45.4785106","historic"
"-0.2803723","45.4186177","historic"
"-0.2991065","45.4430962","historic"
"-0.6135718","44.7963588","leisure"
"-0.1360016","45.5113333","historic"
"-0.8527414","45.1994526","historic"
"-0.5615038","44.8310495","historic"
"-0.7441926","45.1749075","historic"
"-0.7649489","45.2219953","historic"
"-0.4717382","44.9285803","historic"
"-0.4326396","45.4477608","historic"
"-0.5171511","44.8997706","historic"
"-1.2525538","44.6211229","historic"
"-0.5840821","44.8198747","historic"
"-0.5075095","45.2341965","historic"
"0.0769009","44.7425907","historic"
"-0.2621087","45.2269574","historic"
"-0.5713948","44.7901677","historic"
"-1.008282","44.6862096","historic"
"-0.4424218","45.4473045","historic"
"-0.440612","45.4390555","historic"
"-0.4332681","45.4451463","historic"
"-0.3379615","45.5719318","historic"
"0.3403526","45.2467623","historic"
"-0.5344999","44.9529458","historic"
"-0.5561394","44.8264545","historic"
"-0.5562601","44.8266166","historic"
"-0.5562113","44.8267473","historic"
"-0.5562202","44.8267199","historic"
"-0.0506386","44.698692","historic"
"0.0922742","45.5898847","historic"
"-0.0975899","44.9060184","historic"
"-0.5304064","44.8567704","historic"
"-0.1825841","45.2192479","historic"
"-0.490695","45.3291758","historic"
"-0.4984911","44.8586287","historic"
"-0.4505677","45.335709","historic"
"-0.5786222","44.8488363","leisure"
"-0.6321087","44.8543627","leisure"
"-0.6146279","44.8513525","leisure"
"-0.5866516","44.8552","leisure"
"-0.6303375","44.8028461","leisure"
"-0.656839","44.8555907","leisure"
"-0.6560073","44.8543674","leisure"
"-0.6458674","44.8479731","leisure"
"-0.5805566","44.8410764","leisure"
"-0.6258496","44.8044901","leisure"
"-0.6279738","44.796821","leisure"
"-0.6326989","44.8025971","leisure"
"-0.5625594","44.8468125","leisure"
"-0.6078758","44.8365252","leisure"
"-0.5364388","44.842327","leisure"
"-0.5253283","44.8306752","leisure"
"-0.5821","44.8249808","leisure"
"-0.6437038","44.9006531","leisure"
"-0.5982936","44.8263388","leisure"
"-0.6067791","44.769568","leisure"
"-0.6009789","44.8145356","leisure"
"-0.6106491","44.7609962","leisure"
"-0.6061315","44.7651981","leisure"
"-0.6371602","44.860154","leisure"
"-0.622108","44.7675606","leisure"
"-0.6365825","44.7614985","leisure"
"-0.6290971","44.7640775","leisure"
"-0.6187156","44.7742447","leisure"
"-0.6451154","44.7592465","leisure"
"-0.5468008","44.8111436","leisure"
"-0.5425444","44.8059338","leisure"
"-0.544375","44.6791775","historic"
"-0.5563448","44.8396614","leisure"
"-0.5361534","44.8587766","leisure"
"-0.5449323","44.8442429","leisure"
"-0.5322286","44.845479","leisure"
"-0.6673624","44.7981007","leisure"
"0.3381845","45.249533","leisure"
"0.3386176","45.2475032","leisure"
"-0.6304205","44.7927054","leisure"
"-0.5910547","44.8133725","leisure"
"-0.6449395","44.8125139","leisure"
"-0.6313514","44.8184677","leisure"
"-0.5241075","44.8759715","leisure"
"-0.5820594","44.8377986","leisure"
"-0.341359","44.7075719","historic"
"-0.3446903","44.7133865","historic"
"-0.4121278","45.284589","historic"
"-0.560299","44.8611031","leisure"
"-0.6215653","44.8536295","leisure"
"-0.560756","44.8336123","leisure"
"-0.674019","44.7938893","leisure"
"0.0461555","45.2724492","leisure"
"-0.5848967","44.8077389","leisure"
"-0.6175809","44.7993056","leisure"
"-0.6103646","44.7990334","leisure"
"-1.2252634","44.2166655","leisure"
"-0.5776031","44.819223","leisure"
"-0.4311567","45.4458192","historic"
"-0.4310651","45.4453867","historic"
"-1.2353426","44.6978177","leisure"
"-0.9764846","44.6406788","leisure"
"-0.5176348","44.8617789","leisure"
"-0.5083697","44.8663687","leisure"
"-0.5246186","44.8526778","leisure"
"-1.172763","44.6581683","leisure"
"-0.8305799","45.5838356","leisure"
"-0.6569911","44.7673145","leisure"
"-0.7022905","45.1112538","historic"
"-0.5714441","44.839443","leisure"
"-0.5899024","44.8087228","leisure"
"-0.6069652","44.8403235","leisure"
"-0.4679785","44.9527545","historic"
"-0.157653","45.473112","historic"
"-0.7376654","44.911588","leisure"
"-0.5372431","44.8388042","leisure"
"-0.610317","44.8660389","leisure"
"-0.5601986","44.8310687","leisure"
"-1.1760909","44.6560678","leisure"
"-0.3719945","44.4574461","leisure"
"-0.4483276","45.3975039","historic"
"-0.7658574","44.8916868","historic"
"-1.0900985","44.6161083","leisure"
"-1.0981482","44.7408081","leisure"
"-0.6301023","44.9011917","historic"
"-0.61684","44.8853412","leisure"
"-0.5961467","44.864994","leisure"
"-0.7141726","44.89587","historic"
"-0.5771482","44.8247628","leisure"
"-1.1972643","45.0014098","leisure"
"-0.3784765","45.2859624","historic"
"-0.223546","45.1838674","historic"
"0.3373593","44.3017496","historic"
"-0.2139779","45.2140568","historic"
"-1.0856382","45.1848267","leisure"
"0.2758428","44.4914343","historic"
"-0.5849922","44.7687828","leisure"
"0.2165459","44.3813307","historic"
"0.2517044","44.3831049","historic"
"-0.5843532","44.7626072","leisure"
"-0.5858111","44.7656973","leisure"
"-0.5864996","44.7677031","leisure"
"-0.5871061","44.7693197","leisure"
"-0.5849863","44.7639243","leisure"
"-0.5833552","44.7650443","leisure"
"-0.6994085","44.8805317","leisure"
"0.0445855","45.2603196","historic"
"0.0379117","45.2734119","historic"
"0.3165643","45.4227902","historic"
"0.0555707","44.9183324","historic"
"0.2166579","44.8416837","historic"
"0.216509","44.8419615","historic"
"0.2179476","44.8421708","historic"
"-1.0987474","44.7408686","historic"
"-0.8412498","45.5661907","historic"
"-0.8416205","45.5658009","historic"
"-0.2651331","45.5862436","historic"
"-0.2504694","45.5891621","historic"
"-0.2608335","45.5901668","historic"
"-0.5530284","44.8416174","historic"
"-0.1849908","45.5824693","historic"
"-0.1825963","45.5579275","historic"
"-0.2250871","44.5329747","historic"
"-0.9531918","45.5539747","historic"
"-0.5146665","44.7916778","historic"
"-0.4978474","44.7968896","historic"
"-0.5553164","44.828524","historic"
"-0.5724731","44.8148592","historic"
"-0.2130404","44.9141606","historic"
"-0.2311705","44.9331291","historic"
"-0.2352447","44.9320958","historic"
"-0.5549336","44.8228404","leisure"
"-0.5775147","44.8445018","historic"
"-0.5775952","44.8445273","historic"
"-0.5777494","44.8447122","historic"
"-0.5772807","44.8449994","historic"
"-0.5774242","44.8450144","historic"
"-0.5724253","44.8408501","historic"
"-0.5720928","44.8404456","historic"
"-0.5687648","44.8394599","historic"
"-0.569864","44.840682","historic"
"-0.5680284","44.8385219","historic"
"-0.5724226","44.8407826","historic"
"-0.5679808","44.8384741","historic"
"-0.5717675","44.8409334","historic"
"-0.5690322","44.8398457","historic"
"-0.5720007","44.8404001","historic"
"-0.5688456","44.8395661","historic"
"-0.5684398","44.8390385","historic"
"-0.5686429","44.8393007","historic"
"-0.5681555","44.8386694","historic"
"-0.573977","44.8419726","historic"
"-0.5685552","44.8391873","historic"
"-0.5695215","44.8403293","historic"
"-0.5681799","44.8386986","historic"
"-0.5718495","44.8409349","historic"
"-0.5689754","44.8397686","historic"
"-0.5724181","44.8406919","historic"
"-0.5721976","44.8404146","historic"
"-0.568577","44.8392168","historic"
"-0.569398","44.8401543","historic"
"-0.5678228","44.8382725","historic"
"-0.567944","44.8384293","historic"
"-0.5743422","44.8419423","historic"
"-0.5677939","44.8382254","historic"
"-0.5721241","44.8409363","historic"
"-0.5689133","44.8396451","historic"
"-0.5723125","44.8405","historic"
"-0.569572","44.8394547","historic"
"-0.5766143","44.8376039","historic"
"-0.5806709","44.8404485","historic"
"-0.580562","44.8404399","historic"
"-0.5798928","44.8411457","historic"
"-0.5799227","44.8408092","historic"
"-0.5799256","44.8408799","historic"
"-0.5665025","44.8366385","historic"
"-0.5665967","44.8368449","historic"
"-0.5674986","44.83789","historic"
"-0.566554","44.8370422","historic"
"-0.566606","44.8370829","historic"
"-0.5672809","44.8377","historic"
"-0.5673888","44.8377956","historic"
"-0.566434","44.8365003","historic"
"-0.5665162","44.8366872","historic"
"-0.566506","44.8369972","historic"
"-0.5663895","44.8367903","historic"
"-0.5666182","44.8364075","historic"
"-0.5665119","44.8365101","historic"
"-0.5673347","44.8377471","historic"
"-0.5664835","44.8365767","historic"
"-0.5665465","44.8368033","historic"
"-0.5669112","44.8372477","historic"
"-0.5671207","44.8375553","historic"
"-0.5672258","44.8376521","historic"
"-0.5667278","44.8371839","historic"
"-0.5671782","44.8376101","historic"
"-0.5666091","44.8365224","historic"
"-0.5664885","44.8367403","historic"
"-0.5666928","44.837153","historic"
"-0.5667113","44.8363785","historic"
"-0.5674432","44.8378426","historic"
"-0.5669033","44.8373377","historic"
"-0.5666706","44.8370986","historic"
"-0.5815514","44.8302535","leisure"
"-0.1266249","44.7805051","historic"
"-0.1283753","44.7787746","historic"
"-0.2634295","45.4999059","historic"
"-0.7021445","45.110887","historic"
"-0.7025261","45.1115947","historic"
"-0.2407426","44.9140481","leisure"
"-0.2414396","44.9107314","leisure"
"-0.2346038","44.9140937","leisure"
"-0.7215068","44.8878373","historic"
"-0.2245715","44.5644605","historic"
"-0.257307","44.8932875","historic"
"-0.5091878","44.8584005","leisure"
"-0.525804","44.8615445","historic"
"-0.5236385","44.848127","historic"
"-0.5297071","44.8784129","historic"
"-0.5316304","44.8673788","historic"
"-0.6069943","44.8076479","leisure"
"-0.2432936","44.9083707","leisure"
"-0.6659338","45.1291207","historic"
"-0.6375385","44.7704936","leisure"
"-0.6946046","44.9137896","historic"
"-0.6611949","44.9064173","historic"
"-0.6762531","44.8949776","historic"
"-0.6527213","44.9057063","historic"
"-0.7384153","44.9154638","historic"
"-0.6171245","44.9784949","historic"
"-0.617052","44.9786859","historic"
"-0.6176602","44.978603","historic"
"-0.6177194","44.9789224","historic"
"-0.6182339","44.9785431","historic"
"-0.6087525","44.9675169","historic"
"-0.7019114","44.8698112","historic"
"-0.7174248","44.888893","historic"
"-0.704638","44.8868708","historic"
"-0.8843383","44.9659078","leisure"
"-0.6292919","44.906053","historic"
"-0.704334","44.8710609","leisure"
"-0.5730976","44.83472","historic"
"-1.1467036","44.629102","leisure"
"-0.564936","44.8354754","historic"
"-0.5651295","44.8356502","historic"
"-0.5643808","44.834887","historic"
"-0.5655786","44.8360316","historic"
"-0.5654107","44.8358969","historic"
"-0.5660593","44.8361015","historic"
"-0.5642068","44.8347993","historic"
"-0.5646121","44.8351324","historic"
"-0.5653817","44.8358734","historic"
"-0.5650776","44.835603","historic"
"-0.5649779","44.8355141","historic"
"-0.5650242","44.8355569","historic"
"-0.5647334","44.8351782","historic"
"-0.5648134","44.8352489","historic"
"-0.564549","44.835073","historic"
"-0.5641557","44.8346844","historic"
"-0.5643957","44.8349452","historic"
"-0.5659746","44.8361019","historic"
"-0.5655188","44.8359806","historic"
"-0.5652363","44.8357465","historic"
"-0.5654563","44.8359318","historic"
"-0.5646619","44.8351693","historic"
"-0.564158","44.8347612","historic"
"-0.5651811","44.8356963","historic"
"-0.5661854","44.8361259","historic"
"-0.5647776","44.8352194","historic"
"-0.5653371","44.8358377","historic"
"-1.170643","44.6609722","leisure"
"-0.5713033","44.8484815","historic"
"-0.5721514","44.8486067","historic"
"-0.5813014","44.840386","historic"
"-0.4872005","44.774739","historic"
"-0.474458","44.7731705","historic"
"-0.4657595","44.765226","historic"
"-0.490553","44.766775","historic"
"-0.472879","44.768133","historic"
"-0.4769205","44.773016","historic"
"-0.524686","44.830726","historic"
"-0.517816","44.8240435","historic"
"-0.5151165","44.8259995","historic"
"-0.5578606","44.8303896","historic"
"-0.6306974","44.9165151","historic"
"-0.63206","44.9112434","historic"
"-0.6098712","44.9075185","historic"
"-0.6339815","44.9118906","historic"
"-0.6438019","44.9053366","historic"
"-0.6295102","44.9086659","historic"
"-0.6286391","44.923158","historic"
"-0.6353627","44.9316722","historic"
"-0.646862","44.9128164","historic"
"-0.6426744","44.9203669","historic"
"-0.6540557","44.9326476","historic"
"-0.6319307","44.9275861","historic"
"-0.6380077","44.92987","historic"
"-0.6295625","44.9200933","historic"
"-0.6061355","45.4534775","historic"
"-0.563699","45.4709485","historic"
"-0.7111675","45.472263","historic"
"-0.7046574","45.433898","historic"
"-0.5538883","45.4406235","historic"
"-0.5456925","45.5785015","historic"
"-0.547675","45.57817","historic"
"-0.536938","45.5687435","historic"
"-0.2922964","44.8876515","historic"
"-0.7293525","45.541882","historic"
"-0.2604013","44.5790706","leisure"
"-0.6947109","44.9710238","historic"
"-0.081604","45.365012","historic"
"0.099499","45.2339906","historic"
"0.129082","45.3999265","historic"
"-0.5627236","44.8310696","historic"
"-0.5623144","44.8310311","historic"
"-0.5629193","44.8319695","historic"
"-0.5626418","44.8310609","historic"
"-0.5612521","45.038931","historic"
"-0.5617112","45.039178","leisure"
"-0.0648965","45.342245","historic"
"0.1461195","45.4048227","historic"
"-0.0471151","45.4396552","historic"
"-0.1948682","45.3475336","historic"
"-0.437103","44.5864085","historic"
"-0.3722778","44.5572359","historic"
"-0.3340156","44.6350866","historic"
"-0.3585802","44.6566463","historic"
"-0.3816282","44.6552861","historic"
"-0.5845795","44.784434","historic"
"-0.57478","44.7708255","historic"
"-0.5668065","44.759538","historic"
"-0.5658795","44.7729475","historic"
"-0.553051","44.770333","historic"
"-0.5534975","44.7829075","historic"
"-0.573187","44.778752","historic"
"-0.578742","44.7877615","historic"
"-0.5832175","44.7897585","historic"
"-0.5386988","44.7845769","historic"
"-0.5629925","44.7620485","historic"
"-0.5669455","44.757528","historic"
"-0.54502","44.7803375","historic"
"-0.4308126","44.6960829","historic"
"-0.4240435","44.6914343","historic"
"-0.4267062","44.6988501","historic"
"-0.3571994","44.5578547","historic"
"-0.2966546","44.5650144","historic"
"-0.6022265","45.1903275","historic"
"-0.3583052","44.6561546","leisure"
"-0.765901","44.6045264","historic"
"-0.2466435","44.846175","historic"
"-0.4617645","44.6977055","historic"
"0.3267074","44.8009879","historic"
"-0.458607","44.692908","historic"
"-0.4883695","44.726845","historic"
"-0.2686585","44.9635964","historic"
"-0.3372608","44.5499168","historic"
"-0.3513351","44.5418046","historic"
"-0.3447466","44.5475833","historic"
"0.0717025","44.80611","historic"
"0.2183629","44.8385652","leisure"
"-0.6170286","44.882471","historic"
"-0.6120101","44.881596","historic"
"-0.604663","44.8849965","historic"
"-0.5719695","44.8496265","historic"
"-0.3972365","44.8429177","leisure"
"-0.5895125","44.8538025","historic"
"-0.610646","44.8658295","historic"
"-0.5932825","44.860891","historic"
"-0.6031305","44.862976","historic"
"-0.5821645","44.8494895","historic"
"-0.5775815","44.846226","historic"
"-0.585335","44.845732","historic"
"-0.5807035","44.8418415","historic"
"-0.580147","44.8420595","historic"
"-0.580513","44.846385","historic"
"-0.5916205","44.8476345","historic"
"-0.58062","44.8418885","historic"
"-0.581042","44.8417825","historic"
"-0.5799501","44.8425615","historic"
"-0.580483","44.8418975","historic"
"-0.5818615","44.844366","historic"
"-0.5797911","44.8427195","historic"
"-0.5807665","44.841787","historic"
"-0.5814435","44.8409845","historic"
"-0.5812935","44.8405755","historic"
"-0.58135","44.8413825","historic"
"-0.582912","44.821484","historic"
"-0.5611685","44.827317","historic"
