,LONGITUDE,LATITUDE,TYPEQU
1660,-1.107381,45.521168,E110
1661,-1.066636,45.546875,E110
1662,-1.104715,45.530727,E110
1663,-1.035327,45.40541,E110
1664,-1.083042,45.54212,E110
1665,-0.869327,45.23107,E110
1666,-0.863415,45.23134,E110
1667,-0.795409,45.081203,E110
1668,-0.794905,45.081882,E110
1669,-1.033481,45.419945,E110
1670,-1.035149,45.431232,E110
1671,-0.802995,45.06349,E110
1672,-0.730694,45.120037,E110
1673,-0.782101,45.09857,E110
1674,-0.78956,45.0773,E110
1675,-1.037767,45.391693,E110
1676,-1.065592,45.56689,E110
1677,-0.447542,44.99967,E110
1678,-0.485093,45.0655,E110
1679,-0.451269,45.134983,E110
1680,-0.574197,44.844612,E110
1681,-0.574304,44.843864,E110
1682,-0.444331,44.991447,E110
1683,-0.449593,44.989826,E110
1684,-0.461954,45.076557,E110
1685,-0.484298,45.137238,E110
1686,-0.663199,45.1272,E110
1687,-0.658477,45.13179,E110
1688,-0.448014,45.139057,E110
1689,-0.611671,45.126556,E110
1690,-0.516012,45.087868,E110
1691,-0.562351,45.14664,E110
1692,-0.401472,45.14078,E110
1693,-0.453462,45.02721,E110
1694,-0.466139,45.04282,E110
1695,-0.474074,45.05243,E110
1696,-0.458473,45.03343,E110
1697,-0.492325,45.081608,E110
1698,-0.480781,45.094257,E110
1699,-0.499962,45.077747,E110
1700,-0.393386,45.140507,E110
1701,-0.555739,45.13526,E110
1702,-0.602996,45.18909,E110
1703,-0.534884,45.13415,E110
1704,-0.54966,45.171654,E110
1705,-0.549301,45.17975,E110
1706,-0.556746,45.16048,E110
1707,-0.789671,45.128674,E110
1708,-0.815641,45.159576,E110
1709,-0.40311,44.763237,E110
1710,-0.487523,44.77266,E110
1711,-0.478254,44.766953,E110
1712,-0.482504,44.766983,E110
1713,-0.466582,44.768032,E110
1714,-0.488829,44.76515,E110
1715,-0.810291,45.141567,E110
1716,-0.810373,45.165943,E110
1717,-1.059825,45.546844,E110
1718,-0.853014,45.250553,E110
1719,-0.853773,45.133198,E110
1720,-0.835968,45.248684,E110
1721,-0.752082,45.109745,E110
1722,-0.730398,45.112247,E110
1723,-0.684323,44.824806,E110
1724,-1.224755,44.707554,E110
1725,-1.180991,44.748817,E110
1726,-1.204691,44.723328,E110
1727,-0.822355,45.151356,E110
1728,-1.180181,44.755856,E110
1729,-0.435381,44.769714,E110
1730,-0.352507,44.770924,E110
1731,-0.879185,45.24809,E110
1732,-0.528277,44.81576,E110
1733,-0.364939,44.766953,E110
1734,-0.750677,45.201775,E110
1735,-0.600201,44.840157,E110
1736,-0.90663,45.26381,E110
1737,-1.251238,44.65061,E110
1738,-0.720207,45.095177,E110
1739,-1.148039,44.79383,E110
1740,-0.724498,45.09068,E110
1741,-1.143504,44.78643,E110
1742,-0.722504,45.09798,E110
1743,-1.132676,44.762867,E110
1744,-0.806378,45.15764,E110
1745,-0.875924,45.238796,E110
1746,-0.836852,45.26089,E110
1747,-0.495458,44.77856,E110
1748,-0.815217,45.132816,E110
1749,-0.446813,44.769333,E110
1750,-0.820089,45.143158,E110
1751,-0.488371,44.769855,E110
1752,-0.558903,44.83945,E110
1753,-0.446663,44.769222,E110
1754,-0.936008,45.305428,E110
1755,-1.217557,44.712868,E110
1756,-0.924469,45.30326,E110
1757,-1.211688,44.717613,E110
1758,-0.927625,45.29715,E110
1759,-1.247233,44.6239,E110
1760,-1.252811,44.629288,E110
1761,-0.813492,45.151417,E110
1762,-1.230005,44.70006,E110
1763,-0.785397,45.155846,E110
1764,-1.118913,44.758,E110
1765,-0.858171,45.129818,E110
1766,-0.796456,45.159763,E110
1767,-0.51519,44.842033,E110
1768,-0.428001,44.82254,E110
1769,-0.421405,44.768856,E110
1770,-0.44517,44.819767,E110
1771,-0.451378,44.825317,E110
1772,-0.447489,44.824223,E110
1773,-0.447891,44.81546,E110
1774,-0.440145,44.824554,E110
1775,-0.438063,44.820427,E110
1776,-0.432281,44.825706,E110
1777,-1.040043,45.18646,E110
1778,-0.7415,45.147705,E110
1779,-0.771361,45.059357,E110
1780,-0.752358,45.081978,E110
1781,-0.741557,45.1658,E110
1782,-0.772492,45.05769,E110
1783,-0.797758,45.048775,E110
1784,-0.757194,45.068462,E110
1785,-0.744085,45.077408,E110
1786,-0.830646,45.02882,E110
1787,-0.776871,45.230556,E110
1788,-0.730811,45.11897,E110
1789,-0.726527,45.10119,E110
1790,-1.043669,45.453674,E110
1791,-1.056814,45.472427,E110
1792,-0.77417,45.263435,E110
1793,-0.762824,45.266014,E110
1794,-0.788574,45.244675,E110
1795,-0.78655,45.2418,E110
1796,-1.055552,45.1875,E110
1797,-0.794647,45.260567,E110
1798,-0.791491,45.246967,E110
1799,-0.802017,45.258907,E110
1800,-0.770661,45.240185,E110
1801,-0.474726,44.813274,E110
1802,-0.468391,44.820316,E110
1803,-0.480474,44.803352,E110
1804,-0.38532,44.781624,E110
1805,-0.396091,44.783226,E110
1806,-0.411423,44.781124,E110
1807,-0.460297,44.822193,E110
1808,-0.492813,44.808334,E110
1809,-0.803425,45.249226,E110
1810,-0.789392,45.26782,E110
1811,-0.771782,45.2648,E110
1812,-0.789298,45.260494,E110
1813,-0.733765,45.09796,E110
1814,-0.786471,45.237022,E110
1815,-0.937354,45.04111,E110
1816,-0.806891,45.126205,E110
1817,-0.733184,45.105946,E110
1818,-0.384232,44.76469,E110
1819,-0.527929,44.814995,E110
1820,-0.457548,44.76897,E110
1821,-0.362686,44.78031,E110
1822,-0.416709,44.783623,E110
1823,-0.39431,44.762993,E110
1824,-0.824115,45.148,E110
1825,-0.724119,45.072197,E110
1826,-0.796157,45.1201,E110
1827,-0.806722,45.14077,E110
1828,-0.782167,45.130486,E110
1829,-0.803547,45.13909,E110
1830,-0.80631,45.25174,E110
1831,-1.117462,44.613094,E110
1832,-1.11604,44.639774,E110
1833,-1.116132,44.63974,E110
1834,-1.111953,44.61333,E110
1835,-1.117382,44.612904,E110
1836,-1.120257,44.60944,E110
1837,-1.120112,44.60938,E110
1838,-0.724289,45.489544,E110
1839,-0.723135,45.487934,E110
1840,-0.750991,45.46755,E110
1841,-0.35503,44.91356,E110
1842,-0.35483,44.91367,E110
1843,-0.3665,44.92095,E110
1844,-0.365729,44.920856,E110
1845,-0.370901,44.92025,E110
1846,-0.369889,44.920593,E110
1847,-0.351521,44.9177,E110
1848,-0.380216,44.91756,E110
1849,-0.380233,44.91759,E110
1850,-0.35042,44.91755,E110
1851,-0.391955,44.914078,E110
1852,-0.35872,44.919575,E110
1853,-0.360232,44.920017,E110
1854,-0.350148,44.909477,E110
1855,-1.164914,44.659347,E110
1856,-1.16399,44.65903,E110
1857,-1.1160994,44.639792,E110
1858,-1.1160403,44.639773,E110
1859,-1.1161315,44.639739,E110
1860,-1.1201334,44.609493,E110
1861,-1.1201119,44.609378,E110
1862,-1.1202568,44.609439,E110
1863,-1.1174726,44.612953,E110
1864,-1.1174619,44.613094,E110
1865,-1.1173815,44.612903,E110
1866,-1.111953,44.613331,E110
1867,-1.1967695,44.598073,E110
1868,-1.1963725,44.598142,E110
1869,-1.19708,44.59823,E110
1870,-0.568249,44.829803,E110
1871,-0.568435,44.828953,E110
1872,-0.581715,44.838787,E110
1873,-0.581709,44.839104,E110
1874,-0.563946,44.82886,E110
1875,-0.640629,44.84053,E110
1876,-0.638683,44.83983,E110
1877,-0.665839,44.84171,E110
1878,-0.665923,44.841625,E110
1879,-0.587451,44.841145,E110
1880,-0.693886,44.831684,E110
1881,-0.592585,44.840996,E110
1882,-0.592822,44.840736,E110
1883,-0.694316,44.833786,E110
1884,-0.663536,44.841938,E110
1885,-0.662939,44.84191,E110
1886,-0.669304,44.841415,E110
1887,-0.667605,44.836937,E110
1888,-0.667437,44.836887,E110
1889,-0.58106,44.836872,E110
1890,-0.581286,44.83623,E110
1891,-0.581107,44.836617,E110
1892,-0.557094,44.824863,E110
1893,-0.556914,44.826015,E110
1894,-0.62423,44.83865,E110
1895,-0.624881,44.838737,E110
1896,-0.642659,44.840965,E110
1897,-0.64412,44.841236,E110
1898,-0.652532,44.84123,E110
1899,-0.651172,44.841164,E110
1900,-0.621578,44.838585,E110
1901,-0.621511,44.83853,E110
1902,-0.574087,44.831192,E110
1903,-0.573811,44.83104,E110
1904,-0.560154,44.827972,E110
1905,-0.659885,44.841904,E110
1906,-0.659814,44.84178,E110
1907,-0.655927,44.84143,E110
1908,-0.655908,44.841522,E110
1909,-0.593922,44.83735,E110
1910,-0.584237,44.8414,E110
1911,-0.635792,44.83939,E110
1912,-0.63608,44.839336,E110
1913,-0.615246,44.838223,E110
1914,-0.601787,44.836346,E110
1915,-0.598243,44.836586,E110
1916,-0.599007,44.836056,E110
1917,-0.598818,44.835865,E110
1918,-0.630226,44.83931,E110
1919,-0.630217,44.839363,E110
1920,-0.648132,44.84175,E110
1921,-0.648209,44.841778,E110
1922,-0.607651,44.839874,E110
1923,-0.607216,44.83961,E110
1924,-0.611426,44.839287,E110
1925,-0.617571,44.838528,E110
1926,-0.616926,44.838547,E110
1927,-0.587626,44.83912,E110
1928,-0.667017,44.84093,E110
1929,-0.667035,44.840813,E110
1930,-0.596704,44.84044,E110
1931,-0.589893,44.838516,E110
1932,-0.605962,44.83666,E110
1933,-0.63323,44.83934,E110
1934,-0.63334,44.83927,E110
1935,-0.590817,44.840893,E110
1936,-0.578347,44.832054,E110
1937,-0.578493,44.83217,E110
1938,-0.580186,44.83388,E110
1939,-0.580134,44.834072,E110
1940,-0.599228,44.840683,E110
1941,-0.600359,44.84014,E110
1942,-0.599345,44.839542,E110
1943,-0.603415,44.839607,E110
1944,-0.602829,44.839943,E110
1945,-0.611603,44.8383,E110
1946,-0.684267,44.91654,E110
1947,-0.68495,44.91631,E110
1948,-0.67165,44.909637,E110
1949,-0.671909,44.909718,E110
1950,-0.677819,44.912407,E110
1951,-0.677755,44.912598,E110
1952,-0.668992,44.904877,E110
1953,-0.66906,44.90436,E110
1954,-0.680395,44.91571,E110
1955,-0.680307,44.915726,E110
1956,-0.677634,44.915386,E110
1957,-0.677132,44.91528,E110
1958,-0.669458,44.900948,E110
1959,-0.669112,44.90109,E110
1960,-0.633666,44.856846,E110
1961,-0.634203,44.857304,E110
1962,-0.633026,44.857136,E110
1963,-0.637231,44.856712,E110
1964,-0.636029,44.85693,E110
1965,-0.686627,44.913845,E110
1966,-0.686876,44.913765,E110
1967,-0.619033,44.85236,E110
1968,-0.619644,44.85241,E110
1969,-0.618184,44.85197,E110
1970,-0.6475,44.889153,E110
1971,-0.648458,44.889465,E110
1972,-0.611074,44.851734,E110
1973,-0.61047,44.85161,E110
1974,-0.653935,44.89043,E110
1975,-0.65408,44.890507,E110
1976,-0.614559,44.85293,E110
1977,-0.615536,44.852364,E110
1978,-0.61432,44.851574,E110
1979,-0.613865,44.852192,E110
1980,-0.622915,44.854206,E110
1981,-0.622541,44.8539,E110
1982,-0.631045,44.85687,E110
1983,-0.631103,44.856785,E110
1984,-0.642283,44.856266,E110
1985,-0.639246,44.85632,E110
1986,-0.638524,44.856327,E110
1987,-0.628904,44.85629,E110
1988,-0.628884,44.85638,E110
1989,-0.643074,44.887577,E110
1990,-0.64407,44.888077,E110
1991,-0.664396,44.892384,E110
1992,-0.633366,44.872368,E110
1993,-0.63361,44.872223,E110
1994,-0.677371,44.91041,E110
1995,-0.676983,44.91031,E110
1996,-0.64123,44.885727,E110
1997,-0.641283,44.885773,E110
1998,-0.696131,44.907913,E110
1999,-0.696816,44.90753,E110
2000,-0.6017,44.849594,E110
2001,-0.636246,44.86888,E110
2002,-0.635939,44.86884,E110
2003,-0.681255,44.911034,E110
2004,-0.681123,44.910965,E110
2005,-0.685481,44.91127,E110
2006,-0.684288,44.911255,E110
2007,-0.685265,44.911648,E110
2008,-0.692527,44.90982,E110
2009,-0.692092,44.909763,E110
2010,-0.59848,44.845806,E110
2011,-0.598653,44.845737,E110
2012,-0.66891,44.908077,E110
2013,-0.668986,44.90749,E110
2014,-0.584402,44.84199,E110
2015,-0.580473,44.841568,E110
2016,-0.700197,44.904373,E110
2017,-0.699743,44.904613,E110
2018,-0.586775,44.843643,E110
2019,-0.585972,44.84238,E110
2020,-0.626,44.85586,E110
2021,-0.626096,44.855778,E110
2022,-0.687456,44.91063,E110
2023,-0.687166,44.910656,E110
2024,-0.599474,44.842945,E110
2025,-0.599577,44.84158,E110
2026,-0.579896,44.842045,E110
2027,-0.573905,44.843853,E110
2028,-0.573903,44.844627,E110
2029,-0.605117,44.850124,E110
2030,-0.607073,44.850792,E110
2031,-0.606772,44.851036,E110
2032,-0.640817,44.88034,E110
2033,-0.640745,44.88041,E110
2034,-0.639016,44.875454,E110
2035,-0.639229,44.875607,E110
2036,-0.643154,44.87748,E110
2037,-0.641593,44.876682,E110
2038,-0.641589,44.87818,E110
2039,-0.642572,44.860718,E110
2040,-0.595442,44.84744,E110
2041,-0.581355,44.8401,E110
2042,-0.664837,44.89253,E110
2043,-0.577692,44.84563,E110
2044,-0.624878,44.855366,E110
2045,-0.700969,44.90301,E110
2046,-0.675005,44.909924,E110
2047,-0.6753,44.910168,E110
2048,-0.638456,44.864853,E110
2049,-0.638413,44.86556,E110
2050,-0.598054,44.848454,E110
2051,-0.597229,44.848633,E110
2052,-0.597139,44.849007,E110
2053,-0.602155,44.847797,E110
2054,-0.642179,44.856216,E110
2055,-0.589364,44.84431,E110
2056,-0.643761,44.856777,E110
2057,-0.643579,44.857086,E110
2058,-0.578392,44.844296,E110
2059,-0.641788,44.86152,E110
2060,-0.640668,44.861057,E110
2061,-0.66639,44.865852,E110
2062,-0.665476,44.865246,E110
2063,-0.721862,44.89696,E110
2064,-0.767577,44.89449,E110
2065,-0.768637,44.894596,E110
2066,-0.657636,44.863384,E110
2067,-0.65817,44.8636,E110
2068,-0.655609,44.864174,E110
2069,-0.688453,44.88259,E110
2070,-0.687545,44.8819,E110
2071,-0.648735,44.862534,E110
2072,-0.683477,44.873615,E110
2073,-0.682528,44.873253,E110
2074,-0.724858,44.911915,E110
2075,-0.781175,44.89699,E110
2076,-0.717808,44.89588,E110
2077,-0.717912,44.8965,E110
2078,-0.777927,44.89622,E110
