"INSEE_COM","Annee","Nb_mutations","NbMaisons","NbApparts","propmaison","propappart","PrixMoyen","Prixm2Moyen","SurfaceMoy"
"33064","2021",1,1,0,100,0,129000,1466,88
"33065","2021",35,34,1,"97.1428571428571","2.85714285714286","566167.171428571","4134.11428571429","138.257142857143"
"33066","2021",2,2,0,100,0,"72283.5","642.5","112.5"
"33067","2021",46,44,2,"95.6521739130435","4.34782608695652","173880.282608696","1831.82608695652","98.8695652173913"
"33068","2021",1,1,0,100,0,100000,1000,100
"33069","2021",554,251,303,"45.3068592057762","54.6931407942238","402764.406137184","4599.13357400722","85.2563176895307"
"33070","2021",15,15,0,100,0,"286417.333333333",2689,"107.866666666667"
"33071","2021",13,13,0,100,0,"267860.769230769","1853.30769230769","155.307692307692"
"33072","2021",2,2,0,100,0,235050,1979,"113.5"
"33073","2021",26,26,0,100,0,"124958.115384615","1287.73076923077","100.115384615385"
"33075","2021",416,150,266,"36.0576923076923","63.9423076923077","295059.932692308","3799.96394230769","76.4495192307692"
"33076","2021",8,8,0,100,0,"252468.75","1799.125","137.875"
"33077","2021",31,31,0,100,0,"331693.387096774","2826.09677419355","119.645161290323"
"33078","2021",10,10,0,100,0,217470,"2011.5","114.6"
"33079","2021",5,5,0,100,0,318288,"2473.4","135.6"
"33080","2021",111,77,34,"69.3693693693694","30.6306306306306","269085.243243243","3435.64864864865","79.7747747747748"
"33081","2021",37,24,13,"64.8648648648649","35.1351351351351","171721.27027027","2181.54054054054","80.3513513513514"
"33082","2021",23,23,0,100,0,"256235.260869565","2559.39130434783","102.260869565217"
"33083","2021",14,14,0,100,0,"348501.714285714","3098.28571428571",115
"33084","2021",29,24,5,"82.7586206896552","17.2413793103448","324794.275862069","3201.51724137931","98.448275862069"
"33085","2021",49,49,0,100,0,"421262.142857143","3567.5306122449","119.163265306122"
"33086","2021",4,4,0,100,0,"405187.5","2973.5","132.25"
"33087","2021",7,7,0,100,0,"201835.714285714","1422.57142857143","145.857142857143"
"33088","2021",3,3,0,100,0,149500,"1839.66666666667","77.3333333333333"
"33089","2021",6,6,0,100,0,"152758.333333333","1353.66666666667","113.666666666667"
"33090","2021",51,49,2,"96.078431372549","3.92156862745098","373878.921568627","3715.45098039216","105.843137254902"
"33093","2021",14,14,0,100,0,"235947.428571429","2584.5","93.2142857142857"
"33094","2021",5,5,0,100,0,174900,"1934.6","94.2"
"33095","2021",20,20,0,100,0,"157696.5","1493.55","103.65"
"33096","2021",127,89,38,"70.0787401574803","29.9212598425197","250167.874015748","3272.81102362205","82.9133858267717"
"33097","2021",98,53,45,"54.0816326530612","45.9183673469388","236106.214285714","3691.16326530612","68.2448979591837"
"33098","2021",10,10,0,100,0,199570,"2043.8","104.1"
"33099","2021",59,58,1,"98.3050847457627","1.69491525423729","408781.779661017","3455.25423728814","122.322033898305"
"33100","2021",13,13,0,100,0,134615,"1284.53846153846","105.076923076923"
"33101","2021",7,7,0,100,0,"161835.714285714","1664.14285714286","99.1428571428571"
"33102","2021",6,6,0,100,0,155550,"990.5","147.5"
"33103","2021",3,3,0,100,0,"136533.333333333","1413.33333333333","96.6666666666667"
"33104","2021",99,75,24,"75.7575757575758","24.2424242424242","223207.474747475","2610.9696969697","88.3838383838384"
"33105","2021",3,3,0,100,0,"225383.333333333",1666,125
"33106","2021",20,19,1,95,5,"214435.7","1659.2",134
"33108","2021",61,53,8,"86.8852459016393","13.1147540983607","132581.803278689","1363.09836065574","102.081967213115"
"33109","2021",35,35,0,100,0,"273808.657142857","2898.88571428571","96.3714285714286"
"33111","2021",17,16,1,"94.1176470588235","5.88235294117647","181555.941176471","1583.52941176471","120.117647058824"
"33112","2021",2,2,0,100,0,"277447.5",1838,142
"33114","2021",58,34,24,"58.6206896551724","41.3793103448276","165842.931034483","1956.43103448276","87.7068965517241"
"33115","2021",4,4,0,100,0,"176537.5",1270,138
"33116","2021",4,4,0,100,0,272252,1982,"135.5"
"33117","2021",2,2,0,100,0,208375,1492,"139.5"
"33118","2021",26,26,0,100,0,"496821.884615385","3875.11538461538","126.692307692308"
"33119","2021",371,157,214,"42.3180592991914","57.6819407008086","227103.409703504","3400.75741239892","67.1698113207547"
"33120","2021",35,35,0,100,0,"266646.542857143","2179.94285714286","125.428571428571"
"33121","2021",1,1,0,100,0,241000,1181,204
"33122","2021",176,169,7,"96.0227272727273","3.97727272727273","421390.346590909","3767.02272727273","116.159090909091"
"33123","2021",31,31,0,100,0,"241124.258064516","1878.03225806452","128.967741935484"
"33124","2021",7,7,0,100,0,"202798.857142857","1518.85714285714","125.285714285714"
"33125","2021",33,33,0,100,0,"239095.484848485","2147.84848484848","106.606060606061"
"33126","2021",13,13,0,100,0,"200080.769230769","1927.92307692308","106.307692307692"
"33127","2021",6,6,0,100,0,246000,"1457.83333333333","164.166666666667"
"33128","2021",12,12,0,100,0,"152371.583333333","1369.25","119.25"
"33129","2021",2,2,0,100,0,250200,"2125.5","117.5"
"33130","2021",17,17,0,100,0,"310530.882352941","2594.05882352941","121.882352941176"
"33131","2021",6,6,0,100,0,"227733.333333333","2289.5","93.8333333333333"
"33132","2021",13,13,0,100,0,"234523.076923077","1999.84615384615","124.307692307692"
"33133","2021",3,3,0,100,0,"244466.666666667",1696,"157.333333333333"
"33134","2021",2,2,0,100,0,171500,"2092.5","85.5"
"33136","2021",4,4,0,100,0,165325,"1807.25","97.5"
"33137","2021",2,2,0,100,0,112500,1119,100
"33138","2021",161,124,37,"77.0186335403727","22.9813664596273","153330.826086957","1784.3602484472","86.4658385093168"
"33139","2021",2,2,0,100,0,332720,1362,236
"33140","2021",72,55,17,"76.3888888888889","23.6111111111111","211025.180555556","2535.41666666667","84.8472222222222"
"33141","2021",8,8,0,100,0,262820,"2277.75","111.375"
"33142","2021",33,33,0,100,0,"227753.212121212","2316.78787878788","103.939393939394"
"33143","2021",43,39,4,"90.6976744186046","9.30232558139535","221352.511627907","2570.97674418605","93.1162790697674"
"33144","2021",10,10,0,100,0,"339910.8","2220.2","159.7"
"33145","2021",9,9,0,100,0,331150,"2865.66666666667","118.111111111111"
"33146","2021",30,29,1,"96.6666666666667","3.33333333333333","219579.333333333","2057.3","109.466666666667"
"33147","2021",7,7,0,100,0,"208635.714285714",2285,94
"33148","2021",2,2,0,100,0,255000,"1770.5",144
"33149","2021",1,1,0,100,0,455895,1577,289
"33150","2021",3,3,0,100,0,"176243.333333333","1402.33333333333","138.666666666667"
"33151","2021",5,4,1,80,20,161490,1760,"103.8"
"33152","2021",1,1,0,100,0,67000,838,80
"33153","2021",4,4,0,100,0,"152378.5","2171.75",79
"33154","2021",40,37,3,"92.5","7.5","138759.2","1351.65","104.2"
"33155","2021",1,1,0,100,0,181716,1063,171
"33156","2021",3,3,0,100,0,175700,1644,"107.333333333333"
"33157","2021",4,4,0,100,0,237750,2477,"94.75"
"33158","2021",1,1,0,100,0,178000,1978,90
"33159","2021",43,35,8,"81.3953488372093","18.6046511627907","113236.744186047","1204.79069767442","89.4418604651163"
"33160","2021",11,11,0,100,0,"148065.545454545","1398.27272727273","107.818181818182"
"33161","2021",6,6,0,100,0,"146083.333333333","1749.83333333333",98
"33162","2021",416,226,190,"54.3269230769231","45.6730769230769","304781.197115385","3815.07692307692","79.9927884615385"
"33163","2021",4,4,0,100,0,364950,"2809.5",130
"33164","2021",23,23,0,100,0,"270806.956521739","2174.82608695652","119.608695652174"
"33165","2021",54,37,17,"68.5185185185185","31.4814814814815","305525.777777778","3269.24074074074","96.3333333333333"
"33166","2021",4,4,0,100,0,155125,"1650.5","94.25"
"33167","2021",207,107,100,"51.6908212560386","48.3091787439614","251437.096618357","3397.48792270531","76.0966183574879"
"33168","2021",16,16,0,100,0,"242982.8125","1777.4375","135.9375"
"33170","2021",12,12,0,100,0,"170751.25","1579.75","111.416666666667"
"33171","2021",5,5,0,100,0,273587,"1983.8","139.2"
"33172","2021",3,3,0,100,0,"161333.333333333",1458,"98.3333333333333"
"33173","2021",2,2,0,100,0,536000,"3089.5","170.5"
"33174","2021",14,14,0,100,0,"233660.357142857","1583.28571428571","154.071428571429"
"33175","2021",13,13,0,100,0,"185199.076923077","1576.07692307692","118.307692307692"
"33176","2021",2,2,0,100,0,281550,"1534.5",184
"33177","2021",41,40,1,"97.5609756097561","2.4390243902439","218730.634146341","2325.53658536585","100.292682926829"
"33178","2021",2,2,0,100,0,187595,"1901.5",97
"33179","2021",54,45,9,"83.3333333333333","16.6666666666667","179368.444444444","1876.77777777778","97.2407407407407"
"33180","2021",1,1,0,100,0,408000,2147,190
"33181","2021",3,3,0,100,0,"122275.333333333","1431.66666666667",88
"33182","2021",15,15,0,100,0,"298493.333333333","1979.33333333333","129.733333333333"
"33183","2021",20,20,0,100,0,249580,"2241.3","114.1"
"33184","2021",4,4,0,100,0,219325,"973.75","204.5"
"33185","2021",35,24,11,"68.5714285714286","31.4285714285714","205630.657142857",2216,"93.2"
"33186","2021",15,15,0,100,0,"173166.666666667","1339.26666666667","119.666666666667"
"33187","2021",25,17,8,68,32,"142131.72","1605.4","92.32"
"33188","2021",2,2,0,100,0,121500,1068,"161.5"
"33189","2021",11,10,1,"90.9090909090909","9.09090909090909","156710.909090909","2337.54545454545","80.4545454545455"
"33190","2021",2,2,0,100,0,95000,"701.5",125
"33191","2021",6,6,0,100,0,133200,"1370.33333333333","99.8333333333333"
"33192","2021",349,152,197,"43.5530085959885","56.4469914040115","290773.790830946","3774.73638968481","78.458452722063"
"33193","2021",33,33,0,100,0,"234872.727272727","2458.72727272727","101.393939393939"
"33194","2021",7,7,0,100,0,"197428.571428571","1927.71428571429","103.285714285714"
"33195","2021",22,18,4,"81.8181818181818","18.1818181818182","144859.136363636","1601.04545454545","113.909090909091"
"33196","2021",2,2,0,100,0,240000,2884,"83.5"
"33197","2021",6,6,0,100,0,"248896.666666667","2206.16666666667","126.833333333333"
"33198","2021",32,28,4,"87.5","12.5","130992.5625","1612.875","90.0625"
"33199","2021",570,468,102,"82.1052631578947","17.8947368421053","410981.098245614","4551.0701754386","90.9929824561404"
"33200","2021",180,110,70,"61.1111111111111","38.8888888888889","315732.372222222","3903.17777777778","80.9944444444444"
"33201","2021",11,10,1,"90.9090909090909","9.09090909090909","277388.181818182","2567.81818181818","115.818181818182"
"33202","2021",23,21,2,"91.304347826087","8.69565217391304","239302.043478261","2668.73913043478","94.1739130434783"
"33203","2021",124,99,25,"79.8387096774193","20.1612903225806","231749.741935484","3377.36290322581","72.4354838709677"
"33204","2021",6,6,0,100,0,173772,1279,"143.833333333333"
"33205","2021",20,20,0,100,0,"321822.55","2501.3","133.1"
"33206","2021",7,6,1,"85.7142857142857","14.2857142857143","178372.857142857",2260,"84.2857142857143"
"33207","2021",77,74,3,"96.1038961038961","3.8961038961039","286694.337662338","2844.8961038961","104.324675324675"
"33208","2021",29,28,1,"96.551724137931","3.44827586206897","172645.931034483","1568.79310344828","115.896551724138"
"33209","2021",1,1,0,100,0,295000,2269,130
"33210","2021",2,2,0,100,0,196226,"1381.5","127.5"
"33211","2021",10,9,1,90,10,296400,"2862.7","104.7"
"33212","2021",2,2,0,100,0,"180087.5",1357,135
"33213","2021",60,45,15,75,25,"359754.733333333",3456,"106.266666666667"
"33214","2021",324,206,118,"63.5802469135803","36.4197530864198","297758.450617284","4494.69135802469","68.3734567901235"
"33215","2021",1,1,0,100,0,470000,1655,284
"33216","2021",3,3,0,100,0,121500,"1461.66666666667","84.3333333333333"
"33218","2021",13,13,0,100,0,"145430.846153846","1648.46153846154","93.3076923076923"
"33219","2021",31,26,5,"83.8709677419355","16.1290322580645","225608.387096774","2498.93548387097","92.258064516129"
"33220","2021",25,25,0,100,0,240817,"2077.48","119.96"
"33221","2021",15,14,1,"93.3333333333333","6.66666666666667","99480.6666666667","1018.86666666667",101
"33222","2021",8,8,0,100,0,"270618.875","2370.25",119
"33223","2021",5,5,0,100,0,205199,"1610.2","124.2"
"33224","2021",5,5,0,100,0,206100,"1195.2","173.4"
"33225","2021",25,25,0,100,0,"236130.8","2322.92","101.56"
"33226","2021",31,28,3,"90.3225806451613","9.67741935483871","240674.580645161","2445.70967741935","98.6451612903226"
"33227","2021",150,72,78,48,52,"143884.693333333","1947.66","75.8866666666667"
"33228","2021",10,10,0,100,0,265899,"2083.2","124.8"
"33229","2021",169,135,34,"79.8816568047337","20.1183431952663","354684.130177515","4448.55029585799","83.0710059171598"
"33230","2021",6,6,0,100,0,146010,"1822.16666666667","87.5"
"33231","2021",3,3,0,100,0,98500,"1059.33333333333","92.6666666666667"
"33233","2021",35,35,0,100,0,"213233.828571429","1828.45714285714","122.657142857143"
"33234","2021",63,60,3,"95.2380952380952","4.76190476190476","510712.476190476","3848.19047619048","133.079365079365"
"33235","2021",4,4,0,100,0,205480,"1688.5","121.75"
"33236","2021",315,244,71,"77.4603174603175","22.5396825396825","868634.565079365","8684.97142857143","99.3111111111111"
"33237","2021",14,14,0,100,0,"234810.714285714","2258.42857142857","114.857142857143"
"33238","2021",127,118,9,"92.9133858267717","7.08661417322835","423992.37007874","3777.88976377953","111.346456692913"
"33239","2021",9,9,0,100,0,"193788.888888889","1495.22222222222","143.888888888889"
"33240","2021",137,114,23,"83.2116788321168","16.7883211678832","157934.423357664","1723.59854014599","95.0802919708029"
"33241","2021",16,15,1,"93.75","6.25","210198.125","2024.3125","109.5"
"33242","2021",7,7,0,100,0,"156221.428571429","1536.57142857143","103.428571428571"
"33243","2021",540,317,223,"58.7037037037037","41.2962962962963","203291.901851852","2511.84444444444","81.8981481481482"
"33244","2021",1,1,0,100,0,230000,4600,50
"33245","2021",10,10,0,100,0,504190,"3521.3","135.7"
"33247","2021",1,1,0,100,0,159700,1613,99
"33248","2021",68,65,3,"95.5882352941177","4.41176470588235","240667.029411765","2251.16176470588","109.720588235294"
"33249","2021",230,95,135,"41.304347826087","58.695652173913","220788.191304348","2847.36956521739","78.7173913043478"
"33250","2021",5,5,0,100,0,144088,"1370.4","108.8"
"33251","2021",11,11,0,100,0,"239168.545454545","2307.09090909091","105.818181818182"
"33252","2021",10,10,0,100,0,"266499.6","2420.8","114.7"
"33253","2021",7,7,0,100,0,"245121.428571429","1672.57142857143","151.285714285714"
"33254","2021",7,7,0,100,0,"195564.285714286","1968.28571428571","99.8571428571429"
"33255","2021",4,4,0,100,0,"193017.75","1473.5",127
"33256","2021",64,55,9,"85.9375","14.0625","296507.609375","3036.015625","98.921875"
"33257","2021",8,8,0,100,0,250875,"1920.75","126.125"
"33258","2021",2,2,0,100,0,235500,2488,105
"33259","2021",17,15,2,"88.2352941176471","11.7647058823529","189074.411764706","2053.64705882353","94.3529411764706"
"33260","2021",23,23,0,100,0,"308973.47826087","2758.73913043478","123.391304347826"
"33261","2021",16,16,0,100,0,"246397.125","2532.9375","95.9375"
"33262","2021",74,73,1,"98.6486486486486","1.35135135135135","264174.445945946","2883.31081081081","96.4324324324324"
"33263","2021",3,3,0,100,0,"178093.333333333","2500.33333333333","70.6666666666667"
"33264","2021",19,19,0,100,0,"150731.578947368","1666.68421052632",97
"33266","2021",7,7,0,100,0,"239557.142857143","2022.14285714286","121.571428571429"
"33268","2021",37,34,3,"91.8918918918919","8.10810810810811","259012.837837838","2722.81081081081","102.108108108108"
"33269","2021",6,6,0,100,0,275515,"1740.16666666667","156.666666666667"
"33270","2021",3,3,0,100,0,199500,"2551.66666666667",84
"33271","2021",3,3,0,100,0,"206916.666666667","2508.33333333333","86.3333333333333"
"33272","2021",15,15,0,100,0,"224560.2","1981.66666666667","120.4"
"33273","2021",113,77,36,"68.141592920354","31.858407079646","355870.371681416","3733.69911504425","97.8141592920354"
"33274","2021",46,41,5,"89.1304347826087","10.8695652173913","356131.304347826","3393.84782608696","106.217391304348"
"33275","2021",1,1,0,100,0,220000,1038,212
"33277","2021",4,4,0,100,0,"224607.5","1230.75","173.75"
"33278","2021",7,7,0,100,0,"158214.285714286","1516.42857142857","108.857142857143"
"33279","2021",6,6,0,100,0,"194333.333333333","1787.16666666667",107
"33280","2021",6,6,0,100,0,"179166.666666667","1572.33333333333",121
"33281","2021",1203,487,716,"40.4821280133001","59.5178719866999","302678.419783874","3870.38902743142","77.8229426433915"
"33282","2021",3,3,0,100,0,155730,"1236.33333333333",138
"33283","2021",2,2,0,100,0,165485,"1196.5",140
"33284","2021",185,173,12,"93.5135135135135","6.48648648648649","358768.232432432","3578.06486486486","103.243243243243"
"33285","2021",3,3,0,100,0,231650,1973,"125.666666666667"
"33287","2021",8,8,0,100,0,189300,"1662.5","120.875"
"33288","2021",1,1,0,100,0,252200,2449,103
"33289","2021",34,33,1,"97.0588235294118","2.94117647058824","151302.970588235","1296.91176470588","118.647058823529"
"33290","2021",25,25,0,100,0,"358003.48","2390.6","130.6"
"33291","2021",2,2,0,100,0,151500,"1344.5","132.5"
"33292","2021",3,3,0,100,0,108200,"1382.66666666667",90
"33293","2021",68,52,16,"76.4705882352941","23.5294117647059","282576.25","2950.45588235294","100.308823529412"
"33294","2021",7,7,0,100,0,"132957.142857143","1546.28571428571",87
"33296","2021",18,18,0,100,0,"181573.333333333","1599.33333333333","116.111111111111"
"33297","2021",30,30,0,100,0,"257761.633333333","2294.8","111.066666666667"
"33298","2021",13,13,0,100,0,360322,"2976.61538461538","122.538461538462"
"33299","2021",5,5,0,100,0,269310,"1768.2","163.2"
"33300","2021",28,28,0,100,0,"276736.071428571","2684.32142857143","111.964285714286"
"33301","2021",4,4,0,100,0,"265293.75","2547.25","106.5"
"33302","2021",5,5,0,100,0,218040,"2198.8","106.8"
"33303","2021",12,12,0,100,0,"180616.666666667","1942.83333333333","96.25"
"33304","2021",4,4,0,100,0,248700,"1149.75",205
"33305","2021",7,7,0,100,0,"210742.857142857",2034,100
"33306","2021",7,7,0,100,0,"238107.142857143","1360.14285714286","173.428571428571"
"33307","2021",32,32,0,100,0,"220050.59375","1891.0625","123.4375"
"33308","2021",2,2,0,100,0,87500,"1025.5","104.5"
"33309","2021",7,7,0,100,0,"192752.857142857","1500.42857142857","128.857142857143"
"33310","2021",4,4,0,100,0,189250,"1908.75",112
"33311","2021",29,23,6,"79.3103448275862","20.6896551724138","205066.206896552","2013.93103448276","98.8965517241379"
"33312","2021",156,101,55,"64.7435897435898","35.2564102564103","274181.673076923","3383.75","81.0320512820513"
"33314","2021",59,58,1,"98.3050847457627","1.69491525423729","186445.203389831","1878.54237288136","107.966101694915"
"33315","2021",23,23,0,100,0,"182054.347826087","1713.82608695652","113.521739130435"
"33316","2021",14,14,0,100,0,184310,"1292.21428571429","138.142857142857"
"33317","2021",11,11,0,100,0,"204725.181818182","2023.36363636364","104.181818181818"
"33318","2021",877,502,375,"57.2405929304447","42.7594070695553","328071.11972634","4020.73204104903","82.7480045610034"
"33319","2021",4,4,0,100,0,165000,"1629.75",99
"33320","2021",11,11,0,100,0,"211130.909090909","1715.54545454545","121.363636363636"
"33321","2021",14,14,0,100,0,"246790.285714286","2325.35714285714","107.571428571429"
"33322","2021",91,90,1,"98.9010989010989","1.0989010989011","325629.758241758","3080.96703296703","107.967032967033"
"33323","2021",19,19,0,100,0,"255733.684210526","2252.21052631579","121.631578947368"
"33324","2021",93,72,21,"77.4193548387097","22.5806451612903","130701.849462366","1438.34408602151","91.3333333333333"
"33325","2021",12,12,0,100,0,"154196.666666667","1879.16666666667",87
"33326","2021",2,2,0,100,0,63600,932,"91.5"
"33327","2021",38,34,4,"89.4736842105263","10.5263157894737","249473.263157895","2944.05263157895","88.3947368421053"
"33328","2021",6,6,0,100,0,"224198.333333333","2763.16666666667","85.3333333333333"
"33329","2021",8,8,0,100,0,"215812.5","2579.25","93.125"
"33330","2021",33,31,2,"93.9393939393939","6.06060606060606","413614.181818182","3457.81818181818","120.787878787879"
"33331","2021",8,8,0,100,0,"272908.25","3066.625","116.375"
"33332","2021",15,15,0,100,0,139585,"1410.53333333333","102.866666666667"
"33333","2021",39,36,3,"92.3076923076923","7.69230769230769","359011.205128205","3869.71794871795","98.3589743589744"
"33334","2021",35,30,5,"85.7142857142857","14.2857142857143","251758.457142857","2716.68571428571","96.9714285714286"
"33335","2021",9,9,0,100,0,330743,"2947.11111111111","113.666666666667"
"33336","2021",24,24,0,100,0,"171358.583333333","1650.91666666667","107.916666666667"
"33337","2021",39,38,1,"97.4358974358974","2.56410256410256","195998.205128205","1804.02564102564","114.307692307692"
"33339","2021",26,26,0,100,0,"231320.461538462","2333.03846153846","107.115384615385"
"33341","2021",26,26,0,100,0,"222557.192307692","2346.84615384615","94.9615384615385"
"33342","2021",10,10,0,100,0,"216204.5",2084,"103.4"
"33343","2021",10,10,0,100,0,227760,"1887.3","117.2"
"33344","2021",7,7,0,100,0,"260406.571428571","2160.85714285714","120.714285714286"
"33345","2021",6,6,0,100,0,"175818.333333333","1579.33333333333",115
"33346","2021",7,7,0,100,0,"194471.428571429","1400.71428571429","142.714285714286"
"33347","2021",8,8,0,100,0,151550,"1594.25","113.375"
"33348","2021",24,24,0,100,0,"217524.125","1835.16666666667","119.708333333333"
"33349","2021",29,27,2,"93.1034482758621","6.89655172413793","389082.931034483","3558.24137931034","107.48275862069"
"33350","2021",16,14,2,"87.5","12.5","189945.25",2208,"107.0625"
"33351","2021",28,28,0,100,0,"131950.892857143","1542.21428571429","102.821428571429"
"33352","2021",80,67,13,"83.75","16.25","131203.325","1360.9375","97.825"
"33353","2021",4,4,0,100,0,178750,"2932.5","78.25"
"33354","2021",3,3,0,100,0,189000,"1495.66666666667","126.333333333333"
"33355","2021",23,22,1,"95.6521739130435","4.34782608695652","185691.304347826","2110.39130434783","89.9130434782609"
"33356","2021",4,4,0,100,0,"328337.5","2478.25","140.75"
"33357","2021",27,27,0,100,0,"295568.333333333","2462.62962962963","123.222222222222"
"33358","2021",11,11,0,100,0,"260821.818181818","2320.72727272727","113.272727272727"
"33360","2021",8,8,0,100,0,134000,"1153.625","120.5"
"33361","2021",7,7,0,100,0,"179085.714285714","1623.14285714286","116.857142857143"
"33362","2021",18,18,0,100,0,183850,"2098.66666666667",90
"33363","2021",72,70,2,"97.2222222222222","2.77777777777778","329084.444444444","3011.73611111111","113.888888888889"
"33364","2021",4,4,0,100,0,"235637.5",2228,104
"33365","2021",2,2,0,100,0,175000,2020,"86.5"
"33366","2021",209,145,64,"69.377990430622","30.622009569378","206205.889952153","2537.64114832536","82.9186602870813"
"33367","2021",5,5,0,100,0,196900,"1451.6","141.2"
"33369","2021",10,10,0,100,0,248287,"1646.6",148
"33370","2021",7,7,0,100,0,"130213.714285714","1333.85714285714","101.142857142857"
"33372","2021",1,1,0,100,0,239050,1328,180
"33373","2021",14,14,0,100,0,"133298.785714286","1183.64285714286","112.071428571429"
"33374","2021",12,12,0,100,0,"150472.333333333","1201.25","128.25"
"33375","2021",5,5,0,100,0,"246983.6","2234.6","107.2"
"33376","2021",98,91,7,"92.8571428571429","7.14285714285714","469654.12244898","3819.86734693878","122.704081632653"
"33377","2021",3,3,0,100,0,"230366.666666667","1438.66666666667","183.666666666667"
"33378","2021",13,13,0,100,0,"154861.538461538","1463.76923076923","106.230769230769"
"33379","2021",3,3,0,100,0,215350,"1355.33333333333","189.333333333333"
"33380","2021",24,24,0,100,0,"133520.416666667","1280.875","110.916666666667"
"33381","2021",57,47,10,"82.4561403508772","17.5438596491228","272306.105263158","2860.29824561404","95.9649122807018"
"33382","2021",29,29,0,100,0,"206219.310344828","1668.1724137931","130.620689655172"
"33383","2021",14,14,0,100,0,"135234.285714286","1461.71428571429","93.5"
"33384","2021",3,3,0,100,0,"288166.666666667","2750.33333333333","110.333333333333"
"33385","2021",10,10,0,100,0,"169995.6","1441.2","120.4"
"33386","2021",1,1,0,100,0,144726,1477,98
"33387","2021",17,17,0,100,0,"163729.411764706","1754.76470588235","97.8235294117647"
"33388","2021",13,13,0,100,0,"236555.769230769","1646.53846153846","146.230769230769"
"33389","2021",50,48,2,96,4,"149263.8","1298.2","110.26"
"33390","2021",7,7,0,100,0,"287807.142857143","2210.42857142857","131.571428571429"
"33391","2021",4,4,0,100,0,212500,"1893.5",148
"33392","2021",11,11,0,100,0,"151136.363636364","1698.90909090909","92.2727272727273"
"33393","2021",82,76,6,"92.6829268292683","7.31707317073171","201429.158536585","1981.85365853659","105.475609756098"
"33394","2021",27,27,0,100,0,"298116.037037037","3101.25925925926","103.555555555556"
"33395","2021",42,42,0,100,0,"141454.214285714","1476.78571428571","98.1666666666667"
"33396","2021",3,3,0,100,0,"389886.666666667","3150.66666666667",137
"33397","2021",53,49,4,"92.4528301886792","7.54716981132075","291495.075471698","3010.24528301887","98.8490566037736"
"33398","2021",1,1,0,100,0,219000,4380,50
"33399","2021",9,9,0,100,0,"221972.222222222","1568.77777777778",143
"33400","2021",5,5,0,100,0,127600,"1145.8","107.4"
"33401","2021",2,2,0,100,0,186250,2088,96
"33402","2021",54,43,11,"79.6296296296296","20.3703703703704","97209.8518518519","1024.51851851852","100.092592592593"
"33404","2021",3,3,0,100,0,"126777.666666667","1280.33333333333",119
"33405","2021",6,6,0,100,0,"146491.666666667","1218.33333333333","118.5"
"33406","2021",9,9,0,100,0,"596661.111111111","3659.88888888889","133.666666666667"
"33407","2021",9,9,0,100,0,"311910.555555556","2627.11111111111","117.555555555556"
"33408","2021",7,7,0,100,0,"364813.571428571","2735.28571428571","133.571428571429"
"33409","2021",4,4,0,100,0,220250,"1785.5",127
"33411","2021",4,4,0,100,0,"133537.5","1467.25","97.75"
"33412","2021",20,20,0,100,0,"183972.3","1835.75","100.8"
"33413","2021",28,28,0,100,0,332545,"2571.42857142857","137.321428571429"
"33414","2021",8,8,0,100,0,"275515.125","2057.5",130
"33415","2021",41,30,11,"73.1707317073171","26.8292682926829","217332.390243902","2309.31707317073","97.6829268292683"
"33416","2021",14,14,0,100,0,"201011.714285714",1681,"128.714285714286"
"33417","2021",36,33,3,"91.6666666666667","8.33333333333333","267290.583333333","2788.72222222222","102.722222222222"
"33418","2021",3,3,0,100,0,"171533.333333333","1262.66666666667","134.333333333333"
"33419","2021",1,1,0,100,0,195000,1773,110
"33421","2021",5,3,2,60,40,"136471.8","1285.6","116.2"
"33422","2021",114,86,28,"75.4385964912281","24.5614035087719","357665.464912281","3656.14912280702","101.850877192982"
"33423","2021",7,7,0,100,0,"148242.857142857","1538.28571428571","96.8571428571429"
"33424","2021",63,50,13,"79.3650793650794","20.6349206349206","188512.857142857","2159.31746031746","88.2539682539683"
"33425","2021",19,19,0,100,0,"269550.736842105","2688.78947368421","111.526315789474"
"33426","2021",2,2,0,100,0,196295,"2136.5","92.5"
"33427","2021",4,4,0,100,0,"209027.75",4410,98
"33429","2021",4,4,0,100,0,184325,"1822.25","110.25"
"33431","2021",5,5,0,100,0,243824,"2546.8","99.4"
"33433","2021",99,89,10,"89.8989898989899","10.1010101010101","277326.505050505","3006.11111111111","95.2020202020202"
"33434","2021",22,18,4,"81.8181818181818","18.1818181818182","190779.727272727","2568.5","77.4090909090909"
"33435","2021",42,19,23,"45.2380952380952","54.7619047619048","133803.571428571","1661.5","83.8333333333333"
"33436","2021",16,16,0,100,0,"238190.375","2434.625","97.125"
"33437","2021",33,33,0,100,0,"220334.636363636",1936,"112.393939393939"
"33438","2021",26,26,0,100,0,"204546.153846154","2093.42307692308","99.6153846153846"
"33439","2021",20,19,1,95,5,"189573.75","1966.75","93.7"
"33440","2021",3,3,0,100,0,239300,1564,"146.666666666667"
"33441","2021",27,22,5,"81.4814814814815","18.5185185185185","124757.666666667","1362.2962962963","91.962962962963"
"33442","2021",8,8,0,100,0,189765,"2242.375",91
"33443","2021",2,2,0,100,0,238650,"1399.5",203
"33444","2021",10,10,0,100,0,170262,"1517.2","115.4"
"33445","2021",6,6,0,100,0,"289542.166666667",2095,"128.166666666667"
"33446","2021",2,2,0,100,0,195000,1371,"132.5"
