"code_commune_INSEE","nom_commune_postal","code_postal","libelle_acheminement","ligne_5","latitude","longitude","code_commune","article","nom_commune","nom_commune_complet"
33211,"LABARDE",33460,"LABARDE",,"45.0143357782","-0.64053807167",211,,"Labarde","Labarde"
33212,"LABESCAU",33690,"LABESCAU",,"44.4484673998","-0.0833418361423",212,,"Labescau","Labescau"
33213,"LA BREDE",33650,"LA BREDE",,"44.6801130358","-0.53691849986",213,"La","Brède","La Brède"
33214,"LACANAU",33680,"LACANAU",,"44.983404414","-1.10810794832",214,,"Lacanau","Lacanau"
33214,"LACANAU",33680,"LACANAU","LACANAU OCEAN","44.983404414","-1.10810794832",214,,"Lacanau","Lacanau"
33215,"LADAUX",33760,"LADAUX",,"44.7032423261","-0.246749239195",215,,"Ladaux","Ladaux"
33216,"LADOS",33124,"LADOS",,"44.4687250597","-0.135994584664",216,,"Lados","Lados"
33218,"LAGORCE",33230,"LAGORCE",,"45.0781941491","-0.160779804845",218,,"Lagorce","Lagorce"
33219,"LA LANDE DE FRONSAC",33240,"LA LANDE DE FRONSAC",,"44.9839394849","-0.380437424573",219,"La","Lande-de-Fronsac","La Lande-de-Fronsac"
33220,"LAMARQUE",33460,"LAMARQUE",,"45.0938248209","-0.711211655735",220,,"Lamarque","Lamarque"
33221,"LAMOTHE LANDERRON",33190,"LAMOTHE LANDERRON",,"44.5644466731","0.0611018511899",221,,"Lamothe-Landerron","Lamothe-Landerron"
33222,"LALANDE DE POMEROL",33500,"LALANDE DE POMEROL",,"44.9568056428","-0.206253133932",222,,"Lalande-de-Pomerol","Lalande-de-Pomerol"
33223,"LANDERROUAT",33790,"LANDERROUAT",,"44.7425058294","0.160918010334",223,,"Landerrouat","Landerrouat"
33224,"LANDERROUET SUR SEGUR",33540,"LANDERROUET SUR SEGUR",,"44.6535808373","-0.0206044198936",224,,"Landerrouet-sur-Ségur","Landerrouet-sur-Ségur"
33225,"LANDIRAS",33720,"LANDIRAS",,"44.5665616702","-0.442802950502",225,,"Landiras","Landiras"
33226,"LANGOIRAN",33550,"LANGOIRAN",,"44.7077300213","-0.374262816088",226,,"Langoiran","Langoiran"
33227,"LANGON",33210,"LANGON",,"44.5376287285","-0.241841251091",227,,"Langon","Langon"
33228,"LANSAC",33710,"LANSAC",,"45.064093095","-0.534857408079",228,,"Lansac","Lansac"
33229,"LANTON",33138,"LANTON",,"44.7744744246","-0.976985580148",229,,"Lanton","Lanton"
33229,"LANTON",33138,"LANTON","TAUSSAT","44.7744744246","-0.976985580148",229,,"Lanton","Lanton"
33230,"LAPOUYADE",33620,"LAPOUYADE",,"45.1108151595","-0.286501093262",230,,"Lapouyade","Lapouyade"
33231,"LAROQUE",33410,"LAROQUE",,"44.6603681588","-0.305926644431",231,,"Laroque","Laroque"
33232,"LARTIGUE",33840,"LARTIGUE",,"44.252892627","-0.0912924578468",232,,"Lartigue","Lartigue"
33233,"LARUSCADE",33620,"LARUSCADE",,"45.1237982623","-0.344529143591",233,,"Laruscade","Laruscade"
33234,"LATRESNE",33360,"LATRESNE",,"44.7900155493","-0.500800441782",234,,"Latresne","Latresne"
33235,"LAVAZAN",33690,"LAVAZAN",,"44.3913358368","-0.115846952236",235,,"Lavazan","Lavazan"
33236,"LEGE CAP FERRET",33950,"LEGE CAP FERRET",,"44.7609440223","-1.19293697437",236,,"Lège-Cap-Ferret","Lège-Cap-Ferret"
33236,"LEGE CAP FERRET",33950,"LEGE CAP FERRET","LE CANON","44.7609440223","-1.19293697437",236,,"Lège-Cap-Ferret","Lège-Cap-Ferret"
33236,"LEGE CAP FERRET",33970,"LEGE CAP FERRET",,"44.7609440223","-1.19293697437",236,,"Lège-Cap-Ferret","Lège-Cap-Ferret"
33236,"LEGE CAP FERRET",33970,"LEGE CAP FERRET","CAP FERRET","44.7609440223","-1.19293697437",236,,"Lège-Cap-Ferret","Lège-Cap-Ferret"
33237,"LEOGEATS",33210,"LEOGEATS",,"44.5068605106","-0.356393129904",237,,"Léogeats","Léogeats"
33238,"LEOGNAN",33850,"LEOGNAN",,"44.7191460436","-0.614707683753",238,,"Léognan","Léognan"
33239,"LERM ET MUSSET",33840,"LERM ET MUSSET",,"44.340461313","-0.151525582762",239,,"Lerm-et-Musset","Lerm-et-Musset"
33240,"LESPARRE MEDOC",33340,"LESPARRE MEDOC",,"45.2821023678","-0.935162142648",240,,"Lesparre-Médoc","Lesparre-Médoc"
33241,"LESTIAC SUR GARONNE",33550,"LESTIAC SUR GARONNE",,"44.6919250823","-0.37953441784",241,,"Lestiac-sur-Garonne","Lestiac-sur-Garonne"
33242,"LES LEVES ET THOUMEYRAGUES",33220,"LES LEVES ET THOUMEYRAGUES",,"44.7828737867","0.185216218657",242,"Les","Lèves-et-Thoumeyragues","Les Lèves-et-Thoumeyragues"
33243,"LIBOURNE",33500,"LIBOURNE",,"44.9130767869","-0.234709332068",243,,"Libourne","Libourne"
33244,"LIGNAN DE BAZAS",33430,"LIGNAN DE BAZAS",,"44.432658053","-0.276912828373",244,,"Lignan-de-Bazas","Lignan-de-Bazas"
33245,"LIGNAN DE BORDEAUX",33360,"LIGNAN DE BORDEAUX",,"44.7951113982","-0.429417377257",245,,"Lignan-de-Bordeaux","Lignan-de-Bordeaux"
33246,"LIGUEUX",33220,"LIGUEUX",,"44.7917917064","0.262913013471",246,,"Ligueux","Ligueux"
33247,"LISTRAC DE DUREZE",33790,"LISTRAC DE DUREZE",,"44.7607755904","0.0336581808427",247,,"Listrac-de-Durèze","Listrac-de-Durèze"
33248,"LISTRAC MEDOC",33480,"LISTRAC MEDOC",,"45.0683170003","-0.829346314707",248,,"Listrac-Médoc","Listrac-Médoc"
33249,"LORMONT",33310,"LORMONT",,"44.8765972567","-0.519774925453",249,,"Lormont","Lormont"
33250,"LOUBENS",33190,"LOUBENS",,"44.626465162","-0.0228626595268",250,,"Loubens","Loubens"
33251,"LOUCHATS",33125,"LOUCHATS",,"44.51328218","-0.57113615369",251,,"Louchats","Louchats"
33252,"LOUPES",33370,"LOUPES",,"44.810050839","-0.390948542123",252,,"Loupes","Loupes"
33253,"LOUPIAC",33410,"LOUPIAC",,"44.6282363269","-0.287216072924",253,,"Loupiac","Loupiac"
33254,"LOUPIAC DE LA REOLE",33190,"LOUPIAC DE LA REOLE",,"44.5412367139","-0.0440895943133",254,,"Loupiac-de-la-Réole","Loupiac-de-la-Réole"
33255,"LUCMAU",33840,"LUCMAU",,"44.2944038567","-0.34085237286",255,,"Lucmau","Lucmau"
33256,"LUDON MEDOC",33290,"LUDON MEDOC",,"44.9803239234","-0.590569121795",256,,"Ludon-Médoc","Ludon-Médoc"
33257,"LUGAIGNAC",33420,"LUGAIGNAC",,"44.8132322615","-0.193535633137",257,,"Lugaignac","Lugaignac"
33258,"LUGASSON",33760,"LUGASSON",,"44.7559772921","-0.155290604568",258,,"Lugasson","Lugasson"
33259,"LUGON ET L ILE DU CARNAY",33240,"LUGON ET L ILE DU CARNAY",,"44.9523815308","-0.354697747394",259,,"Lugon-et-l'Île-du-Carnay","Lugon-et-l'Île-du-Carnay"
33260,"LUGOS",33830,"LUGOS",,"44.4689386134","-0.915096258031",260,,"Lugos","Lugos"
33261,"LUSSAC",33570,"LUSSAC",,"44.9666973699","-0.0939830004604",261,,"Lussac","Lussac"
33262,"MACAU",33460,"MACAU",,"45.004972156","-0.612661871132",262,,"Macau","Macau"
33263,"MADIRAC",33670,"MADIRAC",,"44.7577269067","-0.397181377193",263,,"Madirac","Madirac"
33264,"MARANSIN",33230,"MARANSIN",,"45.073022085","-0.253636034832",264,,"Maransin","Maransin"
33266,"MARCENAIS",33620,"MARCENAIS",,"45.0595596341","-0.344873421107",266,,"Marcenais","Marcenais"
33267,"MARCILLAC",33860,"MARCILLAC",,"45.2741080516","-0.498919623056",267,,"Marcillac","Marcillac"
33268,"MARGAUX",33460,"MARGAUX",,"45.0468275892","-0.671911642441",268,,"Margaux-Cantenac","Margaux-Cantenac"
33269,"MARGUERON",33220,"MARGUERON",,"44.7662541658","0.255840872998",269,,"Margueron","Margueron"
33270,"MARIMBAULT",33430,"MARIMBAULT",,"44.4100701595","-0.258019615716",270,,"Marimbault","Marimbault"
33271,"MARIONS",33690,"MARIONS",,"44.3739498817","-0.0894365463696",271,,"Marions","Marions"
33272,"MARSAS",33620,"MARSAS",,"45.0629627303","-0.376243370882",272,,"Marsas","Marsas"
33273,"MARTIGNAS SUR JALLE",33127,"MARTIGNAS SUR JALLE",,"44.8450267218","-0.795499117928",273,,"Martignas-sur-Jalle","Martignas-sur-Jalle"
33274,"MARTILLAC",33650,"MARTILLAC",,"44.7153672874","-0.556994506438",274,,"Martillac","Martillac"
33275,"MARTRES",33760,"MARTRES",,"44.7073917593","-0.168195738605",275,,"Martres","Martres"
33276,"MASSEILLES",33690,"MASSEILLES",,"44.4025946002","-0.0592641456363",276,,"Masseilles","Masseilles"
33277,"MASSUGAS",33790,"MASSUGAS",,"44.7697025762","0.101172936078",277,,"Massugas","Massugas"
33278,"MAURIAC",33540,"MAURIAC",,"44.7460542854","-0.024421737317",278,,"Mauriac","Mauriac"
33279,"MAZERES",33210,"MAZERES",,"44.503806188","-0.250077983098",279,,"Mazères","Mazères"
33280,"MAZION",33390,"MAZION",,"45.1693324994","-0.605631141444",280,,"Mazion","Mazion"
33281,"MERIGNAC",33700,"MERIGNAC",,"44.8322953289","-0.681733084891",281,,"Mérignac","Mérignac"
33282,"MERIGNAS",33350,"MERIGNAS",,"44.785315227","-0.0842235112543",282,,"Mérignas","Mérignas"
33283,"MESTERRIEUX",33540,"MESTERRIEUX",,"44.6440577159","-0.0111745984691",283,,"Mesterrieux","Mesterrieux"
33284,"MIOS",33380,"MIOS",,"44.6179149385","-0.895043516013",284,,"Mios","Mios"
33284,"MIOS",33380,"MIOS","CAUDOS","44.6179149385","-0.895043516013",284,,"Mios","Mios"
33285,"MOMBRIER",33710,"MOMBRIER",,"45.0776862842","-0.546789839877",285,,"Mombrier","Mombrier"
33287,"MONGAUZY",33190,"MONGAUZY",,"44.5716886086","0.0260082761358",287,,"Mongauzy","Mongauzy"
33288,"MONPRIMBLANC",33410,"MONPRIMBLANC",,"44.6308462675","-0.255341056142",288,,"Monprimblanc","Monprimblanc"
33289,"MONSEGUR",33580,"MONSEGUR",,"44.6462089079","0.0892904208174",289,,"Monségur","Monségur"
33290,"MONTAGNE",33570,"MONTAGNE",,"44.9320818849","-0.126958398554",290,,"Montagne","Montagne"
33290,"MONTAGNE",33570,"MONTAGNE","PARSAC","44.9320818849","-0.126958398554",290,,"Montagne","Montagne"
33290,"MONTAGNE",33570,"MONTAGNE","ST GEORGES","44.9320818849","-0.126958398554",290,,"Montagne","Montagne"
33291,"MONTAGOUDIN",33190,"MONTAGOUDIN",,"44.5808235972","0.0052094648538",291,,"Montagoudin","Montagoudin"
33292,"MONTIGNAC",33760,"MONTIGNAC",,"44.7130267691","-0.217710701052",292,,"Montignac","Montignac"
33293,"MONTUSSAN",33450,"MONTUSSAN",,"44.8830118626","-0.429149844535",293,,"Montussan","Montussan"
33294,"MORIZES",33190,"MORIZES",,"44.6140049596","-0.0976758090404",294,,"Morizès","Morizès"
33295,"MOUILLAC",33240,"MOUILLAC",,"45.0062622298","-0.348490908625",295,,"Mouillac","Mouillac"
33296,"MOULIETS ET VILLEMARTIN",33350,"MOULIETS ET VILLEMARTIN",,"44.8332902441","-0.0217836463631",296,,"Mouliets-et-Villemartin","Mouliets-et-Villemartin"
33297,"MOULIS EN MEDOC",33480,"MOULIS EN MEDOC",,"45.0531974317","-0.784543632595",297,,"Moulis-en-Médoc","Moulis-en-Médoc"
33298,"MOULON",33420,"MOULON",,"44.8575503157","-0.220590516596",298,,"Moulon","Moulon"
33299,"MOURENS",33410,"MOURENS",,"44.645047308","-0.211538957224",299,,"Mourens","Mourens"
33300,"NAUJAC SUR MER",33990,"NAUJAC SUR MER",,"45.2610002038","-1.05592808876",300,,"Naujac-sur-Mer","Naujac-sur-Mer"
33301,"NAUJAN ET POSTIAC",33420,"NAUJAN ET POSTIAC",,"44.7877867597","-0.184238478251",301,,"Naujan-et-Postiac","Naujan-et-Postiac"
33302,"NEAC",33500,"NEAC",,"44.9434879811","-0.177921280134",302,,"Néac","Néac"
33303,"NERIGEAN",33750,"NERIGEAN",,"44.843131883","-0.284955496145",303,,"Nérigean","Nérigean"
33304,"NEUFFONS",33580,"NEUFFONS",,"44.6479485924","0.0115623600622",304,,"Neuffons","Neuffons"
33305,"LE NIZAN",33430,"LE NIZAN",,"44.4702093406","-0.280941561777",305,"Le","Nizan","Le Nizan"
33306,"NOAILLAC",33190,"NOAILLAC",,"44.517026239","-0.0232977040899",306,,"Noaillac","Noaillac"
33307,"NOAILLAN",33730,"NOAILLAN",,"44.4800097936","-0.360121243141",307,,"Noaillan","Noaillan"
33308,"OMET",33410,"OMET",,"44.6554817395","-0.286590923535",308,,"Omet","Omet"
33309,"ORDONNAC",33340,"ORDONNAC",,"45.3073708232","-0.843285688562",309,,"Ordonnac","Ordonnac"
33310,"ORIGNE",33113,"ORIGNE",,"44.5038761051","-0.509904943904",310,,"Origne","Origne"
33311,"PAILLET",33550,"PAILLET",,"44.6854994592","-0.361810561695",311,,"Paillet","Paillet"
33312,"PAREMPUYRE",33290,"PAREMPUYRE",,"44.9541509661","-0.580766578801",312,,"Parempuyre","Parempuyre"
33314,"PAUILLAC",33250,"PAUILLAC",,"45.1990068041","-0.758200153521",314,,"Pauillac","Pauillac"
33315,"LES PEINTURES",33230,"LES PEINTURES",,"45.0651284509","-0.0878121434236",315,"Les","Peintures","Les Peintures"
33316,"PELLEGRUE",33790,"PELLEGRUE",,"44.7382200976","0.0952560866567",316,,"Pellegrue","Pellegrue"
33317,"PERISSAC",33240,"PERISSAC",,"45.0242960787","-0.316735068823",317,,"Périssac","Périssac"
33318,"PESSAC",33600,"PESSAC",,"44.7915990521","-0.676303166277",318,,"Pessac","Pessac"
33319,"PESSAC SUR DORDOGNE",33890,"PESSAC SUR DORDOGNE",,"44.8179368546","0.0937252585904",319,,"Pessac-sur-Dordogne","Pessac-sur-Dordogne"
33320,"PETIT PALAIS ET CORNEMPS",33570,"PETIT PALAIS ET CORNEMPS",,"44.9814131472","-0.0564567492299",320,,"Petit-Palais-et-Cornemps","Petit-Palais-et-Cornemps"
33321,"PEUJARD",33240,"PEUJARD",,"45.0484108625","-0.431387189025",321,,"Peujard","Peujard"
33322,"LE PIAN MEDOC",33290,"LE PIAN MEDOC",,"44.9562692622","-0.670672181899",322,"Le","Pian-Médoc","Le Pian-Médoc"
33323,"LE PIAN SUR GARONNE",33490,"LE PIAN SUR GARONNE",,"44.5821324623","-0.216934173908",323,"Le","Pian-sur-Garonne","Le Pian-sur-Garonne"
33324,"PINEUILH",33220,"PINEUILH",,"44.8236972399","0.233443926253",324,,"Pineuilh","Pineuilh"
33325,"PLASSAC",33390,"PLASSAC",,"45.097903949","-0.651002369546",325,,"Plassac","Plassac"
33326,"PLEINE SELVE",33820,"PLEINE SELVE",,"45.3271088387","-0.582258150086",326,,"Pleine-Selve","Pleine-Selve"
33327,"PODENSAC",33720,"PODENSAC",,"44.6459179766","-0.358722392268",327,,"Podensac","Podensac"
33328,"POMEROL",33500,"POMEROL",,"44.9313091859","-0.204692390776",328,,"Pomerol","Pomerol"
33329,"POMPEJAC",33730,"POMPEJAC",,"44.3995823965","-0.298890658986",329,,"Pompéjac","Pompéjac"
33330,"POMPIGNAC",33370,"POMPIGNAC",,"44.8541963522","-0.431857978579",330,,"Pompignac","Pompignac"
33331,"PONDAURAT",33190,"PONDAURAT",,"44.5317947567","-0.0798688844488",331,,"Pondaurat","Pondaurat"
33332,"PORCHERES",33660,"PORCHERES",,"45.0370123077","0.00132456186091",332,,"Porchères","Porchères"
33333,"LE PORGE",33680,"LE PORGE",,"44.867037132","-1.14092605911",333,"Le","Porge","Le Porge"
33334,"PORTETS",33640,"PORTETS",,"44.6812515729","-0.426367189428",334,,"Portets","Portets"
33335,"LE POUT",33670,"LE POUT",,"44.8044080843","-0.357222869901",335,"Le","Pout","Le Pout"
33336,"PRECHAC",33730,"PRECHAC",,"44.3872999991","-0.36765609959",336,,"Préchac","Préchac"
33337,"PREIGNAC",33210,"PREIGNAC",,"44.5701114534","-0.309617244092",337,,"Preignac","Preignac"
33338,"PRIGNAC EN MEDOC",33340,"PRIGNAC EN MEDOC",,"45.3185304134","-0.906635025936",338,,"Prignac-en-Médoc","Prignac-en-Médoc"
33339,"PRIGNAC ET MARCAMPS",33710,"PRIGNAC ET MARCAMPS",,"45.0258741295","-0.495032335028",339,,"Prignac-et-Marcamps","Prignac-et-Marcamps"
33341,"PUGNAC",33710,"PUGNAC",,"45.0835194414","-0.498613967058",341,,"Pugnac","Pugnac"
33341,"PUGNAC",33710,"PUGNAC","LAFOSSE","45.0835194414","-0.498613967058",341,,"Pugnac","Pugnac"
33342,"PUISSEGUIN",33570,"PUISSEGUIN",,"44.9327886127","-0.0632513144683",342,,"Puisseguin","Puisseguin"
33342,"PUISSEGUIN",33570,"PUISSEGUIN","MONBADON","44.9327886127","-0.0632513144683",342,,"Puisseguin","Puisseguin"
33343,"PUJOLS SUR CIRON",33210,"PUJOLS SUR CIRON",,"44.5707365487","-0.353176378763",343,,"Pujols-sur-Ciron","Pujols-sur-Ciron"
33344,"PUJOLS",33350,"PUJOLS",,"44.806319089","-0.0328874933658",344,,"Pujols","Pujols"
33345,"LE PUY",33580,"LE PUY",,"44.6595382268","0.0603849385467",345,"Le","Puy","Le Puy"
33346,"PUYBARBAN",33190,"PUYBARBAN",,"44.5479161456","-0.069264224566",346,,"Puybarban","Puybarban"
33347,"PUYNORMAND",33660,"PUYNORMAND",,"44.9814938189","-0.00176034544232",347,,"Puynormand","Puynormand"
33348,"QUEYRAC",33340,"QUEYRAC",,"45.3608901239","-1.00082649674",348,,"Queyrac","Queyrac"
33349,"QUINSAC",33360,"QUINSAC",,"44.7509609178","-0.490697647694",349,,"Quinsac","Quinsac"
33350,"RAUZAN",33420,"RAUZAN",,"44.7824119957","-0.131058944697",350,,"Rauzan","Rauzan"
33351,"REIGNAC",33860,"REIGNAC",,"45.2294125934","-0.51659465108",351,,"Reignac","Reignac"
33352,"LA REOLE",33190,"LA REOLE",,"44.5860904495","-0.042370404021",352,"La","Réole","La Réole"
33353,"RIMONS",33580,"RIMONS",,"44.6744095264","0.0144612295759",353,,"Rimons","Rimons"
33354,"RIOCAUD",33220,"RIOCAUD",,"44.7507112352","0.203198024954",354,,"Riocaud","Riocaud"
33355,"RIONS",33410,"RIONS",,"44.6684320932","-0.336471805521",355,,"Rions","Rions"
33356,"LA RIVIERE",33126,"LA RIVIERE",,"44.9377237217","-0.316177006649",356,"La","Rivière","La Rivière"
33357,"ROAILLAN",33210,"ROAILLAN",,"44.5054989017","-0.285142833143",357,,"Roaillan","Roaillan"
33358,"ROMAGNE",33760,"ROMAGNE",,"44.7639270453","-0.204211440747",358,,"Romagne","Romagne"
33359,"ROQUEBRUNE",33580,"ROQUEBRUNE",,"44.6257630925","0.0206819226945",359,,"Roquebrune","Roquebrune"
33360,"LA ROQUILLE",33220,"LA ROQUILLE",,"44.7853020324","0.232048719283",360,"La","Roquille","La Roquille"
33361,"RUCH",33350,"RUCH",,"44.773827226","-0.0332957025403",361,,"Ruch","Ruch"
33362,"SABLONS",33910,"SABLONS",,"45.0243699436","-0.182863354079",362,,"Sablons","Sablons"
33363,"SADIRAC",33670,"SADIRAC",,"44.7827506267","-0.38947986904",363,,"Sadirac","Sadirac"
33364,"SAILLANS",33141,"SAILLANS",,"44.9570462832","-0.271169418164",364,,"Saillans","Saillans"
33365,"ST AIGNAN",33126,"ST AIGNAN",,"44.9475875341","-0.297024133452",365,,"Saint-Aignan","Saint-Aignan"
33366,"ST ANDRE DE CUBZAC",33240,"ST ANDRE DE CUBZAC",,"44.9954623723","-0.43596742679",366,,"Saint-André-de-Cubzac","Saint-André-de-Cubzac"
33367,"ST ANDRE DU BOIS",33490,"ST ANDRE DU BOIS",,"44.6072494865","-0.187082711636",367,,"Saint-André-du-Bois","Saint-André-du-Bois"
33369,"ST ANDRE ET APPELLES",33220,"ST ANDRE ET APPELLES",,"44.8105147656","0.199159623027",369,,"Saint-André-et-Appelles","Saint-André-et-Appelles"
33370,"ST ANDRONY",33390,"ST ANDRONY",,"45.2014736682","-0.686129899592",370,,"Saint-Androny","Saint-Androny"
33372,"ST ANTOINE DU QUEYRET",33790,"ST ANTOINE DU QUEYRET",,"44.7623588466","0.00922484290059",372,,"Saint-Antoine-du-Queyret","Saint-Antoine-du-Queyret"
33373,"ST ANTOINE SUR L ISLE",33660,"ST ANTOINE SUR L ISLE",,"45.0470360982","0.0461113956176",373,,"Saint-Antoine-sur-l'Isle","Saint-Antoine-sur-l'Isle"
33374,"ST AUBIN DE BLAYE",33820,"ST AUBIN DE BLAYE",,"45.2588194568","-0.572897144494",374,,"Saint-Aubin-de-Blaye","Saint-Aubin-de-Blaye"
33375,"ST AUBIN DE BRANNE",33420,"ST AUBIN DE BRANNE",,"44.8109316671","-0.168129040807",375,,"Saint-Aubin-de-Branne","Saint-Aubin-de-Branne"
33376,"ST AUBIN DE MEDOC",33160,"ST AUBIN DE MEDOC",,"44.9333497941","-0.748518197327",376,,"Saint-Aubin-de-Médoc","Saint-Aubin-de-Médoc"
33377,"ST AVIT DE SOULEGE",33220,"ST AVIT DE SOULEGE",,"44.8116266609","0.120263165999",377,,"Saint-Avit-de-Soulège","Saint-Avit-de-Soulège"
33378,"ST AVIT ST NAZAIRE",33220,"ST AVIT ST NAZAIRE",,"44.8478527826","0.274744250182",378,,"Saint-Avit-Saint-Nazaire","Saint-Avit-Saint-Nazaire"
33378,"ST AVIT ST NAZAIRE",33220,"ST AVIT ST NAZAIRE","ST NAZAIRE","44.8478527826","0.274744250182",378,,"Saint-Avit-Saint-Nazaire","Saint-Avit-Saint-Nazaire"
33379,"ST BRICE",33540,"ST BRICE",,"44.6937696181","-0.141055094504",379,,"Saint-Brice","Saint-Brice"
33380,"ST CAPRAIS DE BLAYE",33820,"ST CAPRAIS DE BLAYE",,"45.2880354799","-0.566771692266",380,,"Saint-Caprais-de-Blaye","Saint-Caprais-de-Blaye"
33381,"ST CAPRAIS DE BORDEAUX",33880,"ST CAPRAIS DE BORDEAUX",,"44.7540788366","-0.427673567177",381,,"Saint-Caprais-de-Bordeaux","Saint-Caprais-de-Bordeaux"
33382,"ST CHRISTOLY DE BLAYE",33920,"ST CHRISTOLY DE BLAYE",,"45.1439978714","-0.496519035518",382,,"Saint-Christoly-de-Blaye","Saint-Christoly-de-Blaye"
33383,"ST CHRISTOLY MEDOC",33340,"ST CHRISTOLY MEDOC",,"45.3574015951","-0.834464734201",383,,"Saint-Christoly-Médoc","Saint-Christoly-Médoc"
33384,"ST CHRISTOPHE DES BARDES",33330,"ST CHRISTOPHE DES BARDES",,"44.8971613275","-0.12024751685",384,,"Saint-Christophe-des-Bardes","Saint-Christophe-des-Bardes"
33385,"ST CHRISTOPHE DE DOUBLE",33230,"ST CHRISTOPHE DE DOUBLE",,"45.0834847193","0.0231131592109",385,,"Saint-Christophe-de-Double","Saint-Christophe-de-Double"
33386,"ST CIBARD",33570,"ST CIBARD",,"44.9384422603","-0.0230796373172",386,,"Saint-Cibard","Saint-Cibard"
33387,"ST CIERS D ABZAC",33910,"ST CIERS D ABZAC",,"45.0354269369","-0.288732170922",387,,"Saint-Ciers-d'Abzac","Saint-Ciers-d'Abzac"
33388,"ST CIERS DE CANESSE",33710,"ST CIERS DE CANESSE",,"45.0873767558","-0.602217523862",388,,"Saint-Ciers-de-Canesse","Saint-Ciers-de-Canesse"
33389,"ST CIERS SUR GIRONDE",33820,"ST CIERS SUR GIRONDE",,"45.2980782445","-0.648058188533",389,,"Saint-Ciers-sur-Gironde","Saint-Ciers-sur-Gironde"
33390,"STE COLOMBE",33350,"STE COLOMBE",,"44.8789588977","-0.0634971172004",390,,"Sainte-Colombe","Sainte-Colombe"
33391,"ST COME",33430,"ST COME",,"44.4249739922","-0.174304293799",391,,"Saint-Côme","Saint-Côme"
33392,"STE CROIX DU MONT",33410,"STE CROIX DU MONT",,"44.5979961934","-0.272147017146",392,,"Sainte-Croix-du-Mont","Sainte-Croix-du-Mont"
33393,"ST DENIS DE PILE",33910,"ST DENIS DE PILE",,"44.9879017706","-0.183958862029",393,,"Saint-Denis-de-Pile","Saint-Denis-de-Pile"
33394,"ST EMILION",33330,"ST EMILION",,"44.8999911844","-0.169955105989",394,,"Saint-Émilion","Saint-Émilion"
33395,"ST ESTEPHE",33180,"ST ESTEPHE",,"45.2509775886","-0.781613837384",395,,"Saint-Estèphe","Saint-Estèphe"
33396,"ST ETIENNE DE LISSE",33330,"ST ETIENNE DE LISSE",,"44.880960315","-0.0941588854927",396,,"Saint-Étienne-de-Lisse","Saint-Étienne-de-Lisse"
33397,"STE EULALIE",33560,"STE EULALIE",,"44.9016662079","-0.479039252599",397,,"Sainte-Eulalie","Sainte-Eulalie"
33398,"ST EXUPERY",33190,"ST EXUPERY",,"44.6331784012","-0.100374502546",398,,"Saint-Exupéry","Saint-Exupéry"
33399,"ST FELIX DE FONCAUDE",33540,"ST FELIX DE FONCAUDE",,"44.6525452619","-0.104673473731",399,,"Saint-Félix-de-Foncaude","Saint-Félix-de-Foncaude"
33400,"ST FERME",33580,"ST FERME",,"44.6953149671","0.0615909665111",400,,"Saint-Ferme","Saint-Ferme"
33401,"STE FLORENCE",33350,"STE FLORENCE",,"44.8173313426","-0.0924823027936",401,,"Sainte-Florence","Sainte-Florence"
33402,"STE FOY LA GRANDE",33220,"STE FOY LA GRANDE",,"44.8408428381","0.217540501109",402,,"Sainte-Foy-la-Grande","Sainte-Foy-la-Grande"
33403,"STE FOY LA LONGUE",33490,"STE FOY LA LONGUE",,"44.615535673","-0.142468985592",403,,"Sainte-Foy-la-Longue","Sainte-Foy-la-Longue"
33404,"STE GEMME",33580,"STE GEMME",,"44.6180963158","0.0736487066839",404,,"Sainte-Gemme","Sainte-Gemme"
33405,"ST GENES DE BLAYE",33390,"ST GENES DE BLAYE",,"45.1613439952","-0.668437136605",405,,"Saint-Genès-de-Blaye","Saint-Genès-de-Blaye"
33406,"ST GENES DE CASTILLON",33350,"ST GENES DE CASTILLON",,"44.899794746","-0.0641790008053",406,,"Saint-Genès-de-Castillon","Saint-Genès-de-Castillon"
33407,"ST GENES DE FRONSAC",33240,"ST GENES DE FRONSAC",,"45.0267396245","-0.345881901281",407,,"Saint-Genès-de-Fronsac","Saint-Genès-de-Fronsac"
33408,"ST GENES DE LOMBAUD",33670,"ST GENES DE LOMBAUD",,"44.7540640198","-0.378689815135",408,,"Saint-Genès-de-Lombaud","Saint-Genès-de-Lombaud"
33409,"ST GENIS DU BOIS",33760,"ST GENIS DU BOIS",,"44.6998143396","-0.183471650836",409,,"Saint-Genis-du-Bois","Saint-Genis-du-Bois"
33411,"ST GERMAIN DE GRAVE",33490,"ST GERMAIN DE GRAVE",,"44.6234269456","-0.217898533174",411,,"Saint-Germain-de-Grave","Saint-Germain-de-Grave"
33412,"ST GERMAIN D ESTEUIL",33340,"ST GERMAIN D ESTEUIL",,"45.2552033922","-0.895235523992",412,,"Saint-Germain-d'Esteuil","Saint-Germain-d'Esteuil"
33413,"ST GERMAIN DU PUCH",33750,"ST GERMAIN DU PUCH",,"44.8518771746","-0.334057269081",413,,"Saint-Germain-du-Puch","Saint-Germain-du-Puch"
33414,"ST GERMAIN DE LA RIVIERE",33240,"ST GERMAIN DE LA RIVIERE",,"44.9440812975","-0.330721356984",414,,"Saint-Germain-de-la-Rivière","Saint-Germain-de-la-Rivière"
