,TYPEQU,CATEGORIE,LONGITUDE,LATITUDE
304,D502,Action sociale pour enfants en bas-âge,-1.01794539208473,44.6366925596544
305,D502,Action sociale pour enfants en bas-âge,-1.13966165642615,44.6256441739257
306,D502,Action sociale pour enfants en bas-âge,-1.13986998381798,44.6255089849063
307,D502,Action sociale pour enfants en bas-âge,-1.1509989654794,44.6330035347079
308,D502,Action sociale pour enfants en bas-âge,-0.265530956916572,44.5569897300957
309,D502,Action sociale pour enfants en bas-âge,-0.402610774297845,44.7104240554414
310,D502,Action sociale pour enfants en bas-âge,-0.465181120512096,44.8461455355049
311,D502,Action sociale pour enfants en bas-âge,-0.477423945840886,44.8323560831995
312,D502,Action sociale pour enfants en bas-âge,-0.306305558663779,44.9671482253163
313,D502,Action sociale pour enfants en bas-âge,-0.543136054867549,44.769921782326
314,D502,Action sociale pour enfants en bas-âge,-0.56873582450163,44.7865803872048
315,D502,Action sociale pour enfants en bas-âge,-0.576077088200725,44.7966422638022
316,D502,Action sociale pour enfants en bas-âge,-0.578273807308057,44.7764500916677
317,D502,Action sociale pour enfants en bas-âge,-0.532139833782639,44.7768213436002
318,D502,Action sociale pour enfants en bas-âge,-0.577015851868939,44.7702293832814
319,D502,Action sociale pour enfants en bas-âge,-0.583522111828934,44.7693448781122
320,D502,Action sociale pour enfants en bas-âge,-0.527774322935859,44.7745122105606
321,D502,Action sociale pour enfants en bas-âge,-0.460029822398425,44.8810222053945
322,D502,Action sociale pour enfants en bas-âge,-0.847052236060507,44.6993579109138
323,D503,Action sociale pour enfants en bas-âge,-0.488541966877303,44.9280323448873
324,D503,Action sociale pour enfants en bas-âge,-1.08566989022679,44.7442012839269
325,D503,Action sociale pour enfants en bas-âge,-0.514128752288077,44.8994282185843
326,D503,Action sociale pour enfants en bas-âge,-0.542396116669503,44.8055200123777
327,D503,Action sociale pour enfants en bas-âge,-0.783436148423872,44.4986379667814
328,D503,Action sociale pour enfants en bas-âge,-0.372590970538589,44.8690920800094
